,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,132,127,126,125,124,123,130,131,124,121
Diluted Weighted Avg Shares,133,130,129,126,126,125,123,132,129,123
Basic Weighted Avg Shares,131,128,127,124,124,124,123,130,128,122
Revenue per Share,47.98,52.97,54.42,57.68,65.16,68.91,63.63,55.18,75.35,86.04
EBITDA per Share,4.82,5.87,7.21,7.58,8.74,9.62,6.47,7.72,11.96,12.95
Operating Income per Share,2.50,3.36,4.93,5.38,6.21,6.89,3.57,5.03,9.08,9.77
"Basic EPS, GAAP",2.18,5.56,2.94,3.85,4.81,5.78,-0.43,4.83,7.46,8.05
Basic EPS from Cont Ops,1.40,1.54,2.82,3.88,4.87,5.82,-0.40,4.85,7.47,8.07
"Diluted EPS, GAAP",2.15,5.47,2.90,3.80,4.73,5.69,-0.43,4.77,7.39,7.99
Diluted EPS from Cont Ops,1.38,1.51,2.78,3.83,4.79,5.73,-0.40,4.80,7.40,8.00
Dividend per Share,2.20,2.18,2.11,2.25,2.53,3.00,2.63,1.55,4.41,4.84
Cash Flow per Share,3.35,22.40,6.11,7.24,8.08,10.20,5.80,9.16,9.83,12.68
Free Cash Flow per Basic Share,0.18,20.08,4.13,4.70,4.74,6.34,1.77,7.09,6.88,8.05
Cash & Equivalents per Share,0.74,4.23,2.18,1.86,1.19,3.72,5.88,9.29,3.39,3.04
Book Value per Share,17.37,19.20,16.24,17.34,18.53,20.24,18.08,21.48,17.75,18.16
Tangible Book Value per Share,5.36,7.00,4.00,-0.40,0.49,2.10,3.76,7.41,2.86,2.96
