,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,182,179,176,173,172,168,162,162,158,151
Diluted Weighted Avg Shares,186,182,179,177,175,172,167,163,161,156
Basic Weighted Avg Shares,182,179,176,173,172,168,165,162,160,155
Revenue per Share,11.80,13.18,14.42,15.49,17.46,18.96,18.09,17.92,22.13,24.25
EBITDA per Share,1.69,1.94,2.63,3.03,3.44,3.71,3.28,3.27,4.30,4.75
Operating Income per Share,1.37,1.61,2.27,2.65,3.03,3.28,2.81,2.77,3.81,4.26
"Basic EPS, GAAP",0.93,1.16,1.61,1.88,1.73,2.64,2.24,2.14,3.05,1.52
Basic EPS from Cont Ops,0.93,1.16,1.61,1.88,1.73,2.64,2.24,2.14,3.05,1.52
"Diluted EPS, GAAP",0.91,1.14,1.58,1.85,1.70,2.58,2.22,2.12,3.02,1.51
Diluted EPS from Cont Ops,0.91,1.14,1.58,1.85,1.70,2.58,2.22,2.12,3.02,1.51
Dividend per Share,0.23,0.30,0.39,0.49,0.56,0.77,0.90,0.98,1.06,1.14
Cash Flow per Share,1.53,1.48,1.96,2.57,1.90,2.67,2.76,3.48,4.01,2.53
Free Cash Flow per Basic Share,1.00,0.99,1.54,2.11,1.35,2.16,2.37,3.13,3.54,2.07
Cash & Equivalents per Share,2.66,3.03,3.67,4.35,4.78,3.84,3.40,4.26,4.01,3.19
Book Value per Share,6.20,7.18,8.52,10.89,12.17,14.26,16.13,17.34,19.80,21.03
Tangible Book Value per Share,3.13,3.60,4.15,4.13,4.80,5.42,4.82,6.04,5.33,5.16
