,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,493,284,-135,1428,414,1616,854,-3400,1545,1667
+ Depreciation & Amortization,171,193,250,392,432,510,498,408,515,710
+ Non-Cash Items,176,558,1035,130,240,-544,629,-1466,240,466
+ Stock-Based Compensation,36,43,61,65,62,62,59,74,100,93
+ Deferred Income Taxes,26,39,23,-131,319,-796,29,-1545,335,196
+ Asset Impairment Charge,0,0,31,0,0,90,570,362,32,81
+ Other Non-Cash Adj,114,476,921,196,-141,100,-28,-357,-226,96
+ Chg in Non-Cash Work Cap,-138,436,2771,1228,402,-171,363,6664,367,-140
+ (Inc) Dec in Accts Receiv,-2313,-938,-1479,-913,-1278,-658,-1242,-1629,-664,-1660
+ (Inc) Dec in Inventories,-1487,-957,-836,-907,-431,-5,-168,-1621,-1116,-665
+ (Inc) Dec in Prepaid Assets,-170,21,-37,-46,34,-57,-7,28,141,103
+ Inc (Dec) in Accts Payable,3818,2318,5127,3012,1473,859,1561,3301,2366,3321
+ Inc (Dec) in Other,13,-8,-4,83,604,-310,219,6586,-360,-1238
+ Net Cash From Disc Ops,86,-8,0,0,0,0,0,0,0,0
Cash from Operating Activities,788,1463,3920,3178,1489,1411,2344,2207,2667,2703
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,1,0,0,0,0,8,1,36,14,6
+ Disp of Fixed Prod Assets,1,0,0,0,0,8,1,36,14,6
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-202,-264,-232,-465,-466,-336,-310,-370,-438,-496
+ Acq of Fixed Prod Assets,-202,-264,-232,-465,-466,-336,-310,-370,-438,-496
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,-118,-86,41,-22,0,0,-56,0,0
+ Dec in LT Investment,0,0,0,60,26,0,0,0,0,0
+ Inc in LT Investment,0,-118,-86,-19,-49,0,0,-56,0,0
+ Net Cash From Acq & Div,330,-118,-2616,-2750,-50,-785,-64,-56,-5726,120
+ Cash from Divestitures,330,0,17,0,12,0,0,0,0,273
+ Cash for Acq of Subs,0,-118,-2633,-2750,-62,-785,-64,-56,-5726,-152
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-12,116,3,5,40,2,-3,66,8,1
+ Net Cash From Disc Ops,-12,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,117,-384,-2931,-3169,-498,-1111,-376,-380,-6142,-368
+ Dividends Paid,-196,-214,-254,-288,-320,-333,-339,-344,-367,-392
+ Net Cash From Debt,0,566,1496,713,-750,616,245,534,2217,-923
+ Cash From Debt,2330,18682,2107,9847,9336,25765,1147,716,8136,4988
+ Repayments of Debt,-2330,-18116,-611,-9134,-10086,-25150,-902,-182,-5919,-5911
+ Cash (Repurchase) of Equity,-484,-754,-1859,-2266,-330,-639,-674,-354,-82,-484
+ Increase in Capital Stock,0,0,0,0,0,0,0,66,0,0
+ Decrease in Capital Stock,-484,-754,-1859,-2266,-330,-639,-674,-420,-82,-484
+ Other Financing Activities,-61,-99,-14,2407,87,114,-318,-440,185,46
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-741,-501,-630,565,-1313,-243,-1087,-604,1953,-1753
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,-4,-58
Net Changes in Cash,164,578,359,574,-322,57,882,1224,-1522,582
EBITDA,1183,1403,1618,2209,2452,2197,2510,2442,3359,3463
EBITDA Margin (%),1.34,1.17,1.19,1.50,1.60,1.31,1.40,1.29,1.57,1.45
Net Cash Paid for Acquisitions,-330,118,2616,2750,50,785,64,56,5726,-120
Free Cash Flow,586,1199,3689,2714,1023,1075,2034,1837,2228,2207
Free Cash Flow to Firm,630,1231,3640,0,1085,0,2173,0,2355,2368
Free Cash Flow to Equity,587,1765,5185,3427,273,1699,2280,2408,4459,1290
Free Cash Flow per Basic Share,2.53,5.27,16.94,12.79,4.68,4.93,9.68,8.97,10.82,10.59
Price/Free Cash Flow,14.56,10.58,4.99,5.04,9.38,11.63,6.46,7.64,8.22,8.98
Cash Flow to Net Income,1.82,5.29,-29.06,2.23,3.59,0.85,2.74,-0.65,1.73,1.59
