,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,1021,1827,2483,2950,3068,10307,9482,8904,7721,6440
ST Debt,18,0,0,50,1310,1361,609,1323,34,1398
LT Debt,1003,1827,2483,2901,1758,8946,8873,7581,7687,5042
Total Debt/EBITDA,1.57,2.58,3.88,3.50,1.95,6.35,4.97,4.14,2.55,1.57
Net Debt/EBITDA,0.85,1.72,0.61,2.42,1.38,6.08,4.76,4.01,2.44,1.51
Total Debt/EBIT,2.21,4.26,6.97,7.88,3.22,13.78,13.67,8.91,4.11,2.07
Net Debt/EBIT,1.20,2.85,1.10,5.45,2.27,13.21,13.09,8.63,3.92,1.99
EBITDA to Interest Expense,13.36,11.39,6.15,5.76,7.89,3.23,3.84,6.34,12.31,21.14
EBITDA-CapEx/Interest Expense,11.04,8.98,5.21,5.25,6.85,2.77,3.70,6.06,10.80,18.64
EBIT to Interest Expense,9.48,6.91,3.43,2.56,4.79,1.49,1.40,2.94,7.65,16.01
Interest Expense,49,62,104,146,199,503,497,340,246,194
Common Equity/Total Assets,36.07,32.42,28.43,19.27,16.92,17.50,19.70,20.59,25.78,35.21
Long-Term Debt/Equity (%),46.98,88.64,115.44,88.68,53.61,169.20,158.86,142.05,130.41,77.40
Long-Term Debt/Capital (%),40.32,53.84,61.07,65.47,39.37,66.18,68.71,61.65,64.62,41.31
Long-Term Debt/Total Assets (%),24.66,38.21,44.60,37.77,21.30,48.77,50.92,46.01,47.45,30.80
Total Debt/Equity (%),47.80,88.64,115.44,90.21,93.55,194.93,169.76,166.83,130.98,98.87
Total Debt/Capital (%),41.03,53.84,61.07,66.60,68.71,76.25,73.42,72.40,64.90,52.77
Total Debt/Total Assets (%),25.09,38.21,44.60,38.42,37.16,56.18,54.41,54.03,47.66,39.34
Net Debt to Equity,25.95,59.15,18.15,62.43,66.07,186.83,162.59,161.59,125.03,95.28
Net Debt/Capital (%),27.41,43.77,19.78,57.98,60.79,75.47,72.57,71.76,63.65,51.84
EBITDA,651,707,639,844,1570,1624,1909,2153,3023,4110
EBITDA-CapEx,538,557,542,768,1363,1396,1842,2061,2653,3624
Operating Income (Loss),462,428,356,374,954,748,694,1000,1879,3112
