,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,3472,3877,4480,3980,8744,8424,3690,3149,3168,3155
"+ Cash, Cash Equivalents & STI",953,1303,1907,1223,552,326,1114,345,484,322
+ Cash & Cash Equivalents,946,965,1499,913,508,323,1102,325,462,244
+ ST Investments,7,337,408,310,44,3,12,20,22,78
+ Accounts & Notes Receiv,1845,2011,2197,2381,2137,2397,2305,2439,2411,2551
"+ Accounts Receivable, Net",1485,1526,1724,1917,1715,1859,1796,1824,1958,2132
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",359,485,472,464,422,538,509,615,453,419
+ Inventories,89,136,186,165,182,107,98,112,107,109
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,89,136,186,165,182,107,98,112,107,109
+ Other ST Assets,586,427,190,211,5874,5594,173,253,166,174
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,13627,14066,14003,14761,10204,10686,13621,13840,13954,13773
"+ Property, Plant & Equip, Net",2189,2469,2789,3175,3149,3394,2334,1904,6305,5923
"+ Property, Plant & Equip",3968,4499,5186,6008,6253,6918,6303,6385,11068,11188
- Accumulated Depreciation,1778,2030,2397,2832,3104,3524,3970,4480,4763,5265
+ LT Investments & Receivables,120,155,167,606,283,260,279,290,288,275
+ LT Investments,120,155,167,606,283,260,279,290,288,275
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,11317,11442,11046,10980,6771,7032,11009,11646,7361,7575
+ Total Intangible Assets,11237,11365,10982,10935,6724,6961,6923,7086,7224,7259
+ Goodwill,9213,9415,9294,9407,6610,6865,6788,6919,7046,7077
+ Other Intangible Assets,2024,1949,1687,1528,114,95,136,167,178,183
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,80,77,65,45,47,72,4086,4560,137,316
Total Assets,17099,17943,18482,18741,18948,19110,17311,16989,17121,16928
+ Payables & Accruals,723,760,837,859,509,463,446,442,456,498
+ Accounts Payable,435,445,505,522,509,463,404,434,402,480
+ Accrued Taxes,18,26,29,28,28,29,42,8,54,18
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,269,288,303,309,-28,-29,0,0,0,0
+ ST Debt,275,120,129,165,178,1929,475,538,573,627
+ ST Borrowings,275,120,129,165,178,1929,131,169,179,231
+ ST Finance Leases,0,0,0,0,0,0,344,369,394,395
+ Other ST Liabilities,1464,1209,1400,1673,2354,2499,1451,1496,1369,1495
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,1464,1209,1400,1673,2354,2499,1451,1496,1369,1495
Total Current Liabilities,2462,2089,2367,2696,3041,4891,2372,2476,2399,2620
+ LT Debt,8141,8383,9001,8947,9158,8173,10701,10656,11402,11196
+ LT Borrowings,8141,8383,9001,8947,9158,8173,7978,7917,8729,8693
+ LT Finance Leases,0,0,0,0,0,0,2724,2739,2673,2503
+ Other LT Liabilities,1193,1281,1166,1274,852,1013,738,960,950,888
+ Accrued Liabilities,812,891,727,809,486,563,578,810,831,783
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,380,390,439,465,365,451,161,150,119,105
Total Noncurrent Liabilities,9334,9664,10167,10222,10010,9186,11440,11616,12352,12084
Total Liabilities,11796,11752,12534,12918,13051,14077,13812,14092,14751,14703
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,1071,1108,1119,1027,1043,995,749,597,540,607
+ Common Stock,0,0,0,0,0,0,0,0,0,0
+ Additional Paid in Capital,1071,1108,1118,1027,1043,995,749,597,540,607
- Treasury Stock,0,0,545,0,0,0,0,0,0,0
+ Retained Earnings,3364,4087,4357,3710,3634,2743,1432,853,354,174
+ Other Equity,-3,-25,-60,-90,13,-35,-47,-66,-139,-69
Equity Before Minority Interest,4432,5171,4871,4648,4690,3703,2133,1384,756,712
+ Minority/Non Controlling Interest,870,1020,1077,1175,1207,1330,1366,1513,1615,1512
Total Equity,5303,6190,5948,5823,5897,5033,3500,2897,2371,2225
Total Liabilities & Equity,17099,17943,18482,18741,18948,19110,17311,16989,17121,16928
Shares Outstanding,213,216,210,195,182,166,126,110,97,90
Capital Leases - Total,0,0,0,0,0,0,3068,3108,3067,2898
Net Debt,7470,7538,7631,8199,8828,9779,7006,7761,8446,8680
Net Debt to Equity,140.86,121.77,128.29,140.81,149.69,194.30,200.19,267.91,356.24,390.14
Tangible Common Equity Ratio,-101,-79,-67,-65,-7,-16,-33,-42,-49,-52
Current Ratio,1.41,1.86,1.89,1.48,2.88,1.72,1.56,1.27,1.32,1.20
Cash Conversion Cycle,30.17,29.91,31.45,33.43,44.64,41.77,43.27,42.87,45.26,49.50
Number of Employees,57400,57900,60400,60400,74500,77700,65000,67000,69000,70000
