,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,8054,8446,10282,12483,12093,15983,17290,17117,20248,18870
+ Sales & Services Revenue,8054,8446,10282,12483,12093,15983,17290,17117,20248,18870
- Cost of Revenue,3883,4145,5587,6492,6151,8721,9002,9540,10821,10393
+ Cost of Goods & Services,3883,4145,5587,6492,6151,8721,9002,9540,10821,10393
Gross Profit,4171,4301,4695,5991,5942,7262,8288,7577,9427,8477
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,2916,2695,3195,3833,4109,5021,6048,5784,6444,6002
"+ Selling, General & Admin",2422,2145,2563,3005,2925,4015,4332,4325,4867,4709
+ Research & Development,494,550,632,828,774,1006,1062,1096,1339,1256
+ Other Operating Expense,0,0,0,0,410,0,654,363,238,37
Operating Income (Loss),1255,1606,1500,2158,1833,2241,2240,1793,2983,2475
- Non-Operating (Income) Loss,90,84,761,1084,857,1068,1077,808,741,692
"+ Interest Expense, Net",98,89,356,367,445,641,627,521,460,382
+ Interest Expense,138,135,371,388,521,706,639,528,469,398
- Interest Income,40,46,15,21,76,65,12,7,9,16
+ Other Non-Op (Income) Loss,-8,-5,405,717,412,427,450,287,281,310
Pretax Income,1165,1522,739,1074,976,1173,1163,985,2242,1783
- Income Tax Expense (Benefit),236,337,44,97,-124,862,-57,111,150,148
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,929,1185,695,976,1100,311,1220,874,2092,1635
- Net Extraordinary Losses (Gains),-364,0,0,0,0,0,0,0,0,-144
+ Discontinued Operations,364,0,0,0,0,0,0,522,488,144
+ Extraord. & Accounting Changes,-728,0,0,0,0,0,0,-522,-488,-288
Income (Loss) Incl. MI,1293,1185,695,976,1100,311,1220,874,2092,1779
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",1293,1185,695,976,1100,311,1220,874,2092,1779
- Preferred Dividends,0,0,0,0,70,152,152,107,90,90
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1293,1185,695,976,1030,159,1068,767,2002,1689
Basic Weighted Avg Shares,195,193,203,213,219,258,270,279,289,285
"Basic EPS, GAAP",6.63,6.13,3.43,4.59,4.70,0.62,3.96,2.75,6.92,5.93
Basic EPS from Cont Ops,4.76,6.13,3.43,4.59,5.02,1.20,4.52,3.13,7.23,5.74
Diluted Weighted Avg Shares,199,198,208,218,224,265,275,282,292,287
"Diluted EPS, GAAP",6.49,5.99,3.35,4.49,4.61,0.60,3.89,2.72,6.85,5.88
Diluted EPS from Cont Ops,4.66,5.99,3.35,4.49,4.92,1.18,4.44,3.09,7.16,5.69
EBITDA,1801,2168,2391,3272,2921,4219,4493,3947,5256,4704
EBITDA Margin (%),22.36,25.67,23.25,26.21,24.15,26.40,25.99,23.06,25.96,24.93
EBITA,1255,1606,1500,2158,1833,2241,2240,1793,2983,2475
EBIT,1255,1606,1500,2158,1833,2241,2240,1793,2983,2475
Gross Margin (%),51.79,50.92,45.66,47.99,49.14,45.44,47.94,44.27,46.56,44.92
Operating Margin (%),15.58,19.01,14.59,17.29,15.16,14.02,12.96,10.47,14.73,13.12
Profit Margin (%),16.05,14.03,6.76,7.82,9.10,1.95,7.06,5.11,10.33,9.43
Sales per Employee,268655,275842,207646,245111,288389,210214,246672,237736,269973,245065
Dividend per Share,1.98,2.18,2.39,2.64,3.09,3.59,3.65,3.68,3.62,3.80
Depreciation Expense,546,562,891,1114,1088,1978,2253,2154,2273,2229
