,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,9403,9808,10195,10752,13414,14632,15571,17969,20219,22940
ST Debt,1626,1202,1390,1922,1638,1800,1260,2346,2742,2806
LT Debt,7777,8606,8806,8829,11776,12832,14311,15623,17477,20134
Total Debt/EBITDA,4.31,4.36,4.20,4.17,4.98,5.28,5.35,5.71,6.07,5.97
Net Debt/EBITDA,4.29,4.35,4.19,4.16,4.97,5.24,5.34,5.67,6.05,5.87
Total Debt/EBIT,5.98,6.01,5.78,5.78,6.99,8.61,8.51,9.04,10.14,10.44
Net Debt/EBIT,5.95,5.98,5.77,5.76,6.97,8.54,8.50,8.98,10.11,10.27
EBITDA to Interest Expense,6.39,6.21,6.52,6.42,6.38,5.56,5.46,5.85,5.72,5.66
EBITDA-CapEx/Interest Expense,2.13,1.78,1.90,1.49,0.82,0.50,0.00,0.38,0.26,0.59
EBIT to Interest Expense,4.60,4.51,4.74,4.64,4.55,3.41,3.43,3.69,3.42,3.24
Interest Expense,341,362,372,401,422,499,533,538,582,678
Common Equity/Total Assets,13.64,13.82,14.61,15.11,14.44,14.70,14.36,13.89,14.01,13.76
Long-Term Debt/Equity (%),79.62,84.94,83.80,81.25,104.75,110.22,111.93,109.87,118.45,128.83
Long-Term Debt/Capital (%),58.25,61.12,59.43,56.05,62.64,62.87,66.15,63.70,64.33,66.18
Long-Term Debt/Total Assets (%),27.98,28.90,28.79,27.55,32.51,33.56,34.80,33.89,36.04,37.82
Total Debt/Equity (%),96.27,96.80,97.03,98.94,119.32,125.68,121.78,126.37,137.03,146.78
Total Debt/Capital (%),70.44,69.66,68.81,68.26,71.35,71.69,71.98,73.26,74.42,75.40
Total Debt/Total Assets (%),33.83,32.94,33.34,33.54,37.03,38.26,37.86,38.98,41.70,43.10
Net Debt to Equity,95.83,96.42,96.80,98.66,118.98,124.75,121.66,125.62,136.58,144.38
Net Debt/Capital (%),70.34,69.58,68.76,68.20,71.29,71.54,71.96,73.15,74.36,75.10
EBITDA,2183,2248,2430,2575,2692,2772,2911,3148,3328,3841
EBITDA-CapEx,726,644,706,598,344,249,-1,205,153,399
Operating Income (Loss),1572,1633,1764,1860,1918,1700,1830,1989,1993,2198
