,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,17.00,21.09,18.73,18.62,20.30,19.87,29.85,23.99,25.69,20.70
Price/Earnings Average,16.91,17.78,18.07,18.63,19.48,18.66,26.95,24.26,24.09,21.09
Price/Earnings High,18.32,21.86,20.53,20.37,21.25,21.67,30.60,27.95,26.11,23.36
Price/Earnings Low,15.48,15.92,16.13,16.86,17.37,16.21,22.31,17.06,21.60,17.41
Price/Book Value,3.52,4.21,3.68,3.61,3.83,3.64,4.71,4.57,4.62,3.99
Price/Book Value Average,3.51,3.55,3.55,3.61,3.67,3.42,4.26,4.62,4.33,4.06
Price/Book Value High,3.80,4.36,4.04,3.95,4.01,3.97,4.83,5.33,4.70,4.50
Price/Book Value Low,3.21,3.18,3.17,3.27,3.28,2.97,3.52,3.25,3.88,3.35
Price/Tangible Book Value,2.14,2.62,2.35,2.38,2.94,2.84,3.33,2.99,3.05,2.63
Price/Tangible Book Value Average,2.13,2.21,2.27,2.38,2.82,2.67,3.01,3.03,2.86,2.68
Price/Tangible Book Value High,2.30,2.72,2.58,2.61,3.08,3.10,3.42,3.49,3.10,2.97
Price/Tangible Book Value Low,1.95,1.98,2.03,2.16,2.51,2.32,2.49,2.13,2.57,2.21
Price/Sales,1.83,2.23,2.07,2.30,2.59,2.43,3.18,3.25,3.18,2.37
Price/Sales Average,1.82,1.88,2.00,2.30,2.48,2.28,2.87,3.28,2.98,2.41
Price/Sales High,1.97,2.31,2.27,2.51,2.71,2.65,3.26,3.78,3.23,2.67
Price/Sales Low,1.67,1.69,1.78,2.08,2.21,1.98,2.38,2.31,2.67,1.99
Price/Cash Flow,8.03,10.57,11.55,8.07,10.00,11.50,13.50,17.18,15.97,12.11
Price/Cash Flow Average,7.99,8.91,11.14,8.07,9.60,10.81,12.19,17.38,14.98,12.34
Price/Cash Flow High,8.65,10.95,12.66,8.83,10.47,12.55,13.84,20.02,16.24,13.67
Price/Cash Flow Low,7.32,7.98,9.95,7.30,8.56,9.39,10.09,12.22,13.43,10.19
Price/Free Cash Flow,4.29,5.36,5.24,4.24,4.62,4.77,5.54,6.27,6.11,4.98
Price/Free Cash Flow Average,4.27,4.52,5.06,4.24,4.43,4.49,5.00,6.34,5.73,5.08
Price/Free Cash Flow High,4.63,5.55,5.75,4.64,4.83,5.21,5.68,7.30,6.22,5.62
Price/Free Cash Flow Low,3.91,4.05,4.52,3.84,3.95,3.90,4.14,4.46,5.14,4.19
EV/Sales,3.13,3.52,3.37,3.71,4.33,4.16,5.11,5.31,5.24,4.23
EV/Sales Average,3.12,3.17,3.29,3.72,4.22,4.02,4.79,5.35,5.04,4.27
EV/Sales High,3.27,3.60,3.56,3.93,4.45,4.38,5.19,5.85,5.29,4.53
EV/Sales Low,2.97,2.97,3.08,3.50,3.96,3.72,4.28,4.36,4.74,3.85
EV/EBITDA,10.48,12.13,11.02,11.02,12.46,12.69,14.96,15.02,15.53,13.52
EV/EBITDA Average,10.45,10.92,10.78,11.02,12.16,12.24,14.04,15.13,14.95,13.67
EV/EBITDA High,10.95,12.41,11.67,11.66,12.81,13.36,15.21,16.56,15.69,14.50
EV/EBITDA Low,9.93,10.24,10.08,10.38,11.39,11.33,12.55,12.34,14.03,12.31
EV/EBIT,14.55,16.69,15.18,15.26,17.49,20.69,23.80,23.77,25.93,23.63
EV/EBIT Average,14.51,15.03,14.85,15.26,17.07,19.96,22.33,23.94,24.96,23.88
EV/EBIT High,15.21,17.08,16.07,16.15,17.98,21.78,24.19,26.20,26.20,25.34
EV/EBIT Low,13.79,14.09,13.88,14.37,15.99,18.47,19.96,19.53,23.43,21.52
Last Price,42.38,54.67,51.85,55.23,63.18,64.67,84.41,85.33,91.14,83.84
High Price,45.66,56.66,56.83,60.44,66.15,70.53,86.55,99.42,92.66,94.63
Low Price,38.60,41.28,44.64,50.01,54.08,52.76,63.10,60.69,76.64,70.54
Enterprise Value,22877,27255,26773,28379,33552,35172,43556,47282,51697,51935
Enterprise Value Average,22808,24534,26190,28390,32747,33931,40858,47615,49745,52496
Enterprise Value High,23911,27886,28353,30030,34493,37029,44262,52114,52220,55694
Enterprise Value Low,21685,23010,24486,26725,30668,31398,36526,38831,46703,47300
