,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.93,1.32,1.10,0.84,0.85,0.74,0.61,0.83,0.67,0.71
Current Ratio,2.43,1.79,1.48,1.25,1.15,1.17,1.03,1.21,1.05,1.11
Quick Ratio,2.26,1.63,1.37,1.14,1.05,1.03,0.92,1.10,0.95,1.00
CFO/Avg Current Liab,0.30,0.33,0.51,0.18,0.40,0.39,0.52,0.55,0.50,0.50
Common Equity/Total Assets,-15.32,-25.15,-30.82,-49.03,-33.74,-25.23,-5.85,-2.68,-0.04,2.54
Long-Term Debt/Equity (%),105.20,103.52,83.72,131.23,107.86,59.55,50.67,72.78,55.21,42.45
Long-Term Debt/Capital (%),175.96,520.05,-576.49,-103.76,2325.65,-208.81,138.44,108.48,92.31,83.11
Long-Term Debt/Total Assets (%),35.50,31.14,26.26,24.97,18.54,17.06,17.90,23.67,18.89,16.06
Total Debt/Equity (%),105.20,103.52,83.72,131.23,200.89,59.55,53.14,75.33,59.92,44.36
Total Debt/Capital (%),175.96,520.05,-576.49,-103.76,4331.62,-208.81,145.20,112.28,100.18,86.85
Total Debt/Total Assets (%),35.50,31.14,26.26,24.97,34.53,17.06,18.78,24.50,20.50,16.78
CFO/Total Liabilities,10.56,13.94,25.41,9.71,22.85,29.30,31.74,30.38,30.85,32.94
CFO/CapEx,1.48,2.55,3.53,1.25,4.09,3.26,3.66,4.13,5.49,4.95
Altman's Z-Score,6.49,6.23,6.86,4.43,4.96,7.46,8.81,11.63,11.76,6.48
