,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,0,0,0,0,0,0,84.15,891.93,563.47,240.13
Price/Earnings Average,-77.70,-48.51,-60.44,-26.17,-120.82,-1156.63,75.80,665.55,494.74,290.07
Price/Earnings High,-107.31,-58.18,-71.63,-32.70,-150.66,-1373.94,90.20,923.48,609.15,402.87
Price/Earnings Low,-46.92,-35.79,-49.08,-16.75,-85.66,-866.72,50.13,389.33,385.90,208.42
Price/Book Value,-43.51,-28.31,-25.23,-12.48,-19.82,-33.20,-152.20,-459.02,-32662.85,232.04
Price/Book Value Average,-33.15,-24.97,-22.24,-12.07,-16.00,-31.98,-137.09,-342.51,-28678.49,280.30
Price/Book Value High,-45.79,-29.95,-26.36,-15.08,-19.96,-37.98,-163.15,-475.25,-35310.65,389.30
Price/Book Value Low,-20.02,-18.42,-18.06,-7.72,-11.35,-23.96,-90.66,-200.36,-22369.57,201.40
Price/Tangible Book Value,20.52,31.80,30.01,52.17,61.67,37.70,29.32,43.93,49.66,19.73
Price/Tangible Book Value Average,15.63,28.04,26.45,50.44,49.78,36.31,26.41,32.78,43.60,23.83
Price/Tangible Book Value High,21.59,33.64,31.35,63.01,62.08,43.13,31.43,45.48,53.68,33.09
Price/Tangible Book Value Low,9.44,20.69,21.48,32.28,35.30,27.21,17.47,19.17,34.01,17.12
Price/Sales,17.70,14.46,13.53,8.80,11.55,12.29,15.24,23.39,21.98,10.77
Price/Sales Average,13.49,12.75,11.93,8.50,9.32,11.84,13.73,17.45,19.30,13.01
Price/Sales High,18.63,15.29,14.14,10.62,11.62,14.06,16.34,24.21,23.76,18.07
Price/Sales Low,8.14,9.41,9.69,5.44,6.61,8.87,9.08,10.21,15.05,9.35
Price/Cash Flow,91.95,71.03,43.18,76.48,34.72,39.54,42.67,59.16,59.15,28.66
Price/Cash Flow Average,70.06,62.64,38.06,73.94,28.03,38.08,38.43,44.14,51.94,34.62
Price/Cash Flow High,96.76,75.14,45.11,92.38,34.95,45.24,45.74,61.25,63.95,48.08
Price/Cash Flow Low,42.31,46.22,30.91,47.33,19.87,28.54,25.42,25.82,40.51,24.88
Price/Free Cash Flow,54.84,51.05,33.65,42.42,27.90,30.26,35.45,49.94,51.30,24.20
Price/Free Cash Flow Average,41.78,45.02,29.66,41.01,22.52,29.14,31.93,37.27,45.04,29.23
Price/Free Cash Flow High,57.71,54.00,35.15,51.24,28.09,34.61,38.00,51.71,55.46,40.60
Price/Free Cash Flow Low,25.23,33.22,24.09,26.25,15.97,21.84,21.12,21.80,35.13,21.00
EV/Sales,17.83,14.54,13.65,8.67,11.44,12.13,15.32,23.51,21.97,10.54
EV/Sales Average,14.09,13.39,12.38,8.73,9.72,12.03,14.05,17.80,19.54,13.18
EV/Sales High,19.42,16.01,14.66,10.89,12.07,14.28,16.70,24.66,24.04,18.27
EV/Sales Low,8.56,9.96,10.06,5.62,6.96,9.02,9.33,10.46,15.26,9.50
EV/EBITDA,0,0,0,0,1774.98,295.35,180.20,198.50,177.72,96.93
EV/EBITDA Average,-142.10,-83.27,-117.41,-174.10,1507.95,292.85,165.24,150.31,158.02,121.20
EV/EBITDA High,-195.81,-99.53,-139.03,-217.14,1871.63,347.70,196.42,208.22,194.42,167.95
EV/EBITDA Low,-86.27,-61.90,-95.46,-111.99,1079.62,219.67,109.69,88.28,123.41,87.36
EV/EBIT,0,0,0,0,0,0,1258.72,534.26,504.13,215.16
EV/EBIT Average,-90.31,-60.21,-74.81,-79.44,-185.29,-739.80,1154.23,404.55,448.25,269.02
EV/EBIT High,-124.44,-71.96,-88.59,-99.08,-229.97,-878.37,1372.03,560.44,551.47,372.81
EV/EBIT Low,-54.83,-44.75,-60.83,-51.10,-132.66,-554.93,766.17,237.61,350.06,193.90
Last Price,55.51,67.88,87.38,74.34,130.39,180.33,282.81,547.38,654.54,388.27
High Price,58.41,71.80,91.28,89.79,131.26,206.30,303.17,566.74,707.60,651.41
Low Price,25.54,44.17,62.55,46.00,74.63,130.14,168.47,238.93,448.27,337.00
Enterprise Value,7571,9924,13723,12055,22118,31655,53021,106244,129561,76383
Enterprise Value Average,5985,9141,12446,12140,18791,31387,48620,80450,115200,95503
Enterprise Value High,8247,10926,14739,15140,23322,37266,57794,111451,141729,132347
Enterprise Value Low,3633,6795,10119,7808,13453,23544,32274,47251,89964,68836
