,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,316,532,713,862,596,711,3028,3230,3372,2862
ST Debt,16,234,116,23,308,22,1063,303,762,267
LT Debt,300,298,597,839,288,689,1965,2927,2610,2595
Total Debt/EBITDA,0.23,0.40,0.66,1.10,0.63,0.71,4.42,6.87,3.15,2.93
Net Debt/EBITDA,-0.36,0.02,0.24,-0.10,-0.74,0.11,-0.66,-2.01,-0.21,-0.40
Total Debt/EBIT,0.28,0.51,0.92,1.80,0.91,0.99,7.28,14.49,4.01,3.78
Net Debt/EBIT,-0.44,0.03,0.33,-0.17,-1.08,0.15,-1.08,-4.24,-0.27,-0.52
EBITDA to Interest Expense,69.55,79.18,51.62,63.31,52.27,48.26,38.94,9.70,19.84,24.19
EBITDA-CapEx/Interest Expense,50.05,56.16,31.73,40.41,43.40,38.71,23.58,7.48,16.75,18.81
EBIT to Interest Expense,56.65,61.88,36.86,38.52,36.05,34.67,23.63,4.60,15.59,18.74
Interest Expense,20,17,21,12,18,21,18,49,54,40
Common Equity/Total Assets,86.34,94.79,96.83,101.79,93.65,100.63,82.35,74.47,81.25,97.20
Long-Term Debt/Equity (%),7.44,7.66,15.95,25.43,8.33,20.96,72.95,112.40,102.93,106.76
Long-Term Debt/Capital (%),5.38,4.72,8.87,12.69,4.54,10.30,21.77,32.15,27.05,27.43
Long-Term Debt/Total Assets (%),4.93,4.88,9.61,14.85,4.69,11.60,26.99,37.11,33.79,38.22
Total Debt/Equity (%),7.83,13.67,19.04,26.12,17.24,21.64,112.42,124.03,132.97,117.74
Total Debt/Capital (%),5.67,8.42,10.60,13.03,9.39,10.63,33.56,35.48,34.95,30.25
Total Debt/Total Assets (%),5.19,8.71,11.48,15.25,9.70,11.97,41.59,40.95,43.65,42.15
Net Debt to Equity,-12.32,0.82,6.86,-2.43,-20.49,3.19,-16.69,-36.33,-8.97,-16.08
Net Debt/Capital (%),-10.40,0.55,4.10,-1.35,-14.04,1.72,-6.07,-14.50,-2.92,-4.93
EBITDA,1391,1346,1084,785,951,999,685,471,1072,977
EBITDA-CapEx,1001,955,666,501,790,801,415,363,905,760
Operating Income (Loss),1133,1052,774,478,656,718,416,223,842,757
