,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,9,2068,2759,2819,2885,4518,3595,925,4200,3283
+ Depreciation & Amortization,656,748,934,1030,1067,1306,1449,1503,1524,1529
+ Non-Cash Items,1767,2,-223,373,133,-800,-1646,1846,766,1718
+ Stock-Based Compensation,142,183,210,218,176,250,308,249,319,272
+ Deferred Income Taxes,-1046,10,21,266,95,715,-1495,-26,-146,-38
+ Asset Impairment Charge,0,0,0,0,87,38,11,0,0,0
+ Other Non-Cash Adj,2671,-192,-454,-111,-226,-1803,-469,1624,593,1484
+ Chg in Non-Cash Work Cap,477,-2210,279,353,90,6913,1649,-2676,-501,-2133
+ (Inc) Dec in Accts Receiv,-68,-80,-83,-56,-97,131,-198,-3,-43,-326
+ (Inc) Dec in Inventories,153,14,-208,-67,14,-41,-173,-11,-50,-641
+ (Inc) Dec in Prepaid Assets,76,5,50,249,-5,-677,922,-317,251,0
+ Inc (Dec) in Accts Payable,176,-2290,350,47,46,392,1269,-1425,476,196
+ Inc (Dec) in Other,140,141,170,180,131,7109,-172,-920,-1135,-1362
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,2908,608,3749,4575,4174,11938,5047,1598,5989,4397
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,15,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,15,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-1151,-1161,-1304,-1440,-1519,-1976,-1807,-1484,-1470,-1841
+ Acq of Fixed Prod Assets,-1151,-1161,-1304,-1440,-1519,-1976,-1807,-1484,-1470,-1841
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,254,258,52,-877,530,312,168,-183,57,-238
+ Dec in LT Investment,1040,1911,619,709,1204,504,358,260,489,140
+ Inc in LT Investment,-786,-1652,-567,-1586,-674,-192,-190,-444,-432,-378
+ Net Cash From Acq & Div,-502,104,-275,70,85,-703,684,0,1175,59
+ Cash from Divestitures,108,104,9,70,85,608,684,0,1175,59
+ Cash for Acq of Subs,-610,0,-284,0,0,-1311,0,0,0,0
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-27,-19,7,25,54,6,-56,-44,-81,-126
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-1411,-818,-1520,-2223,-850,-2361,-1011,-1711,-319,-2146
+ Dividends Paid,-629,-783,-929,-1178,-1450,-1743,-1761,-1923,-2119,-2263
+ Net Cash From Debt,715,749,238,1255,350,5584,1646,5167,-1681,673
+ Cash From Debt,750,749,849,1255,750,5584,1996,6134,215,1710
+ Repayments of Debt,-35,0,-610,0,-400,0,-350,-968,-1896,-1037
+ Cash (Repurchase) of Equity,-341,-619,-1244,-1835,-1892,-6980,-9812,-1400,246,-3911
+ Increase in Capital Stock,247,140,192,161,151,154,410,299,246,102
+ Decrease in Capital Stock,-588,-759,-1436,-1996,-2042,-7133,-10222,-1699,0,-4013
+ Other Financing Activities,147,30,-322,8,-10,-104,-129,-130,-97,-136
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-108,-623,-2256,-1750,-3002,-3243,-10057,1713,-3651,-5638
Effect of Foreign Exchange Rates,-2,-34,-151,-3,11,-39,-49,65,86,-250
Net Changes in Cash,1389,-833,-28,602,323,6334,-6021,1600,2019,-3387
EBITDA,2863,3541,4285,4884,4964,5112,5365,3021,6181,5959
EBITDA Margin (%),19.22,21.53,22.36,22.91,22.17,20.68,20.24,12.85,21.27,18.48
Net Cash Paid for Acquisitions,502,-104,275,-70,-85,703,-684,0,-1175,-59
Free Cash Flow,1757,-553,2445,3135,2655,9961,3240,114,4519,2556
Free Cash Flow to Firm,0,-511,2495,3189,2717,10095,3507,461,4887,2931
Free Cash Flow to Equity,2487,195,2684,4389,3005,15546,4886,5281,2838,3229
Free Cash Flow per Basic Share,1.17,-0.37,1.65,2.15,1.85,7.61,2.74,0.10,3.83,2.22
Price/Free Cash Flow,14.52,32.48,16.69,13.21,13.79,5.70,15.90,32.52,17.83,16.08
Cash Flow to Net Income,350.40,0.29,1.36,1.62,1.45,2.64,1.40,1.72,1.43,1.34
