,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,3233,3228,3162,3048,2952,2900,2800,2821,2761,2700
Diluted Weighted Avg Shares,3283,3243,3217,3112,3010,2945,2868,2847,2805,2734
Basic Weighted Avg Shares,3269,3230,3207,3101,2995,2929,2850,2831,2792,2724
Revenue per Share,145.70,150.36,150.34,156.68,167.06,175.62,183.85,197.51,205.14,224.41
EBITDA per Share,10.93,11.24,10.46,10.59,10.34,11.14,11.07,11.90,13.11,11.52
Operating Income per Share,8.22,8.40,7.52,7.34,6.82,7.50,7.22,7.96,9.29,7.50
"Basic EPS, GAAP",4.90,5.07,4.58,4.40,3.29,2.28,5.22,4.77,4.90,4.29
Basic EPS from Cont Ops,5.06,5.21,4.70,4.61,3.51,2.45,5.33,4.84,4.99,4.15
"Diluted EPS, GAAP",4.88,5.05,4.57,4.38,3.28,2.26,5.19,4.75,4.87,4.27
Diluted EPS from Cont Ops,5.04,5.18,4.69,4.59,3.50,2.44,5.30,4.81,4.97,4.13
Dividend per Share,1.88,1.91,1.96,2.00,2.04,2.08,2.12,2.16,2.20,2.24
Cash Flow per Share,7.11,8.84,8.54,10.17,9.46,9.48,8.86,12.74,8.66,10.68
Free Cash Flow per Basic Share,3.10,5.07,4.96,6.74,6.11,5.94,5.11,9.12,3.97,4.49
Cash & Equivalents per Share,2.25,2.83,2.75,2.25,2.29,2.66,3.38,6.29,5.35,3.29
Book Value per Share,23.78,26.67,28.57,29.42,28.93,27.96,30.08,31.57,31.58,30.89
Tangible Book Value per Share,19.59,21.01,21.16,20.83,21.20,16.71,18.03,20.75,22.77,20.67
