,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,241667,274315,209830,202448,318019,274920,326424,396322,379693,383805
- Cash & Cash Equivalents,7281,9135,8705,6867,6756,7722,9465,17741,14760,8885
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,6575,4543,3065,2737,2953,7138,6883,6233,8638,7298
+ Total Debt,56641,50381,50034,45938,46487,58033,72433,63246,57323,58923
Enterprise Value,297602,320104,254224,244256,360703,332369,396275,448060,430894,441141
Total Capital,140105,141024,143437,138334,134842,146244,163543,158524,153141,149625
Total Debt/Capital (%),40.43,35.73,34.88,33.21,34.48,39.68,44.29,39.90,37.43,39.38
Total Debt / EV,0.19,0.16,0.20,0.19,0.13,0.17,0.18,0.14,0.13,0.13
EV/Sales,0.62,0.66,0.53,0.50,0.72,0.65,0.76,0.80,0.75,0.72
EV/EBITDA,8.33,8.81,7.58,7.44,11.65,10.18,12.56,13.30,11.77,14.06
EV/EBIT,11.07,11.79,10.55,10.73,17.65,15.14,19.27,19.87,16.61,21.59
EV/Cash Flow to Firm,11.99,10.59,8.72,7.36,12.04,11.37,14.56,11.91,16.79,14.46
EV/Free Cash Flow to Firm,7.84,7.55,6.26,5.58,9.02,8.40,10.45,9.36,11.11,9.31
Diluted Market Cap,245404,275590,213480,206699,324267,279186,334351,399975,385744,388638
Diluted Enterprise Value,301339,321379,257874,248507,366951,336635,404202,451713,436945,445974
EV per Share,92.05,99.16,80.40,80.14,122.19,114.61,141.53,158.83,156.06,163.39
TTM Sales,476294,485651,482130,485873,500343,514405,523964,559151,572754,611289
TTM EBITDA,35742,36320,33559,32844,30966,32635,31555,33700,36600,31373
TTM Operating Income,26872,27147,24105,22764,20437,21957,20568,22548,25942,20428
TTM Cash Flow to Firm,24824,30233,29165,33181,29958,29223,27219,37617,25668,30513
TTM Free Cash Flow to Firm,37939,42407,40642,43800,40009,39567,37924,47881,38774,47370
