,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,13718,16920,13677,13699,13636,19074,26216,16353,23586,23995
- Cash & Cash Equivalents,218,85,131,199,589,367,627,1734,1462,160
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,71,0,0,0,0
+ Minority/Non Controlling Interest,3,2,1,0,0,0,0,0,0,477
+ Total Debt,20650,21779,22066,22552,22497,19504,20998,24477,23854,21654
Enterprise Value,34153,38616,35613,36052,35544,38282,46587,39096,45978,45966
Total Capital,23285,24108,24365,18064,16279,14747,17085,21643,22306,20989
Total Debt/Capital (%),88.68,90.34,90.56,124.84,138.20,132.26,122.90,113.09,106.94,103.17
Total Debt / EV,0.60,0.56,0.62,0.63,0.63,0.51,0.45,0.63,0.52,0.47
EV/Sales,2.29,2.57,2.37,2.48,2.54,3.40,4.22,3.62,4.13,3.69
EV/EBITDA,13.08,15.07,8.54,8.19,8.31,10.23,15.26,13.56,12.00,13.93
EV/EBIT,14.22,36.36,15.26,15.00,13.79,16.23,25.37,23.20,20.63,23.19
EV/Cash Flow to Firm,10.41,9.90,8.68,8.84,5.83,18.05,14.35,16.99,12.57,15.45
EV/Free Cash Flow to Firm,5.54,5.19,5.09,5.05,3.98,7.98,7.88,7.89,7.53,8.02
Diluted Market Cap,13731,16916,13691,13193,13595,18406,26282,16350,22583,23990
Diluted Enterprise Value,34166,38612,35627,35546,35503,37614,46653,39093,44975,45961
EV per Share,81.58,91.70,84.08,81.50,79.81,74.78,86.17,71.98,80.63,80.34
TTM Sales,14917,15049,15026,14562,14017,11261,11035,10790,11132,12459
TTM EBITDA,2611,2562,4170,4400,4278,3742,3053,2884,3830,3299
TTM Operating Income,2402,1062,2334,2403,2578,2358,1836,1685,2229,1982
TTM Cash Flow to Firm,3281,3903,4104,4076,6093,2120,3246,2301,3658,2974
TTM Free Cash Flow to Firm,6169,7448,6998,7143,8934,4795,5911,4958,6103,5730
