,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,10.61,10.63,11.98,9.07,8.58,7.12,10.64,12.21,9.96,10.60
Days Sales Outstanding,34.39,34.34,30.47,40.23,42.56,51.29,34.32,29.89,36.66,34.44
Inventory Turnover,8.01,8.92,7.71,8.12,8.91,10.20,12.85,10.27,11.94,13.49
Days Inventory Outstanding,45.58,40.93,47.36,44.93,40.95,35.78,28.41,35.55,30.57,27.06
Accounts Payable Turnover,4.46,5.58,3.07,1.91,2.36,1.76,1.78,3.39,3.83,3.89
Accounts Payable Turnover Days,81.88,65.37,119.08,190.69,154.65,207.57,205.39,107.64,95.34,93.90
Cash Conversion Cycle,-1.91,9.91,-41.25,-105.53,-71.14,-120.50,-142.66,-42.21,-28.12,-32.40
Inventory to Cash Days,-11.18,-6.59,-16.89,-4.70,1.61,15.51,5.91,-5.66,6.09,7.38
Inventories,752,817,785,564,463,252,281,317,260,421
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,752,817,785,564,463,252,281,317,260,421
