,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7130,8627,9323,10891,15823,13895,19105,26614,38891,32001
- Cash & Cash Equivalents,112,85,99,159,149,178,208,94,99,96
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,413,452,591,894,980,1035,1291,1334,1682,2015
Enterprise Value,7431,8993,9815,11626,16655,14752,20189,27854,40474,33919
Total Capital,2451,2810,3284,3960,4414,4977,5791,6431,7542,8742
Total Debt/Capital (%),16.85,16.09,18.01,22.58,22.20,20.79,22.30,20.75,22.30,23.04
Total Debt / EV,0.06,0.05,0.06,0.08,0.06,0.07,0.06,0.05,0.04,0.06
EV/Sales,3.12,3.62,4.10,4.64,6.11,5.03,6.71,9.03,10.89,8.65
EV/EBITDA,14.64,16.64,17.37,18.88,24.14,19.22,24.71,31.55,36.70,27.37
EV/EBIT,16.57,18.83,19.59,21.26,27.13,21.60,27.72,35.53,40.69,30.12
EV/Cash Flow to Firm,20.46,20.55,21.92,25.03,30.97,24.91,31.83,36.86,42.88,37.51
EV/Free Cash Flow to Firm,16.68,17.07,18.51,19.76,25.04,20.07,27.60,32.84,38.49,33.08
Diluted Market Cap,7430,9032,9729,11311,16351,14374,19778,27439,39937,32838
Diluted Enterprise Value,7731,9399,10221,12046,17183,15231,20861,28679,41521,34757
EV per Share,252.01,318.42,362.32,446.82,652.06,591.91,836.82,1186.72,1771.85,1532.11
TTM Sales,2379,2486,2395,2508,2725,2936,3009,3085,3718,3920
TTM EBITDA,508,540,565,616,690,768,817,883,1103,1239
TTM Operating Income,448,478,501,547,614,683,728,784,995,1126
TTM Cash Flow to Firm,363,438,448,464,538,592,634,756,944,904
TTM Free Cash Flow to Firm,446,527,530,588,665,735,732,848,1051,1025
