,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,23.66,26.09,27.00,28.88,42.37,27.43,34.67,44.93,51.21,37.26
Price/Earnings Average,21.90,21.83,25.02,25.91,38.42,29.11,31.33,34.84,41.14,34.02
Price/Earnings High,24.95,26.22,27.47,29.98,47.50,34.30,38.25,48.67,51.58,43.80
Price/Earnings Low,18.95,18.88,21.60,20.10,27.97,25.67,21.92,22.96,31.08,27.47
Price/Book Value,3.50,3.66,3.46,3.55,4.61,3.52,4.25,5.22,6.64,4.76
Price/Book Value Average,3.24,3.06,3.21,3.19,4.18,3.74,3.84,4.05,5.33,4.34
Price/Book Value High,3.69,3.68,3.52,3.69,5.17,4.41,4.68,5.66,6.68,5.59
Price/Book Value Low,2.80,2.65,2.77,2.47,3.04,3.30,2.68,2.67,4.03,3.51
Price/Tangible Book Value,19.55,53.01,492.72,-52.24,-72.16,-85.76,-59.44,-57.31,-49.56,-33.99
Price/Tangible Book Value Average,18.10,44.36,456.54,-46.87,-65.43,-91.03,-53.70,-44.44,-39.82,-31.03
Price/Tangible Book Value High,20.61,53.27,501.27,-54.23,-80.89,-107.25,-65.56,-62.09,-49.92,-39.96
Price/Tangible Book Value Low,15.66,38.36,394.16,-36.36,-47.64,-80.26,-37.58,-29.29,-30.08,-25.06
Price/Sales,3.04,3.55,3.98,4.43,5.85,4.79,6.47,8.78,10.59,8.29
Price/Sales Average,2.82,2.97,3.68,3.97,5.30,5.08,5.84,6.81,8.51,7.57
Price/Sales High,3.21,3.57,4.05,4.59,6.55,5.99,7.13,9.51,10.67,9.75
Price/Sales Low,2.44,2.57,3.18,3.08,3.86,4.48,4.09,4.49,6.43,6.11
Price/Cash Flow,20.93,21.07,22.32,25.05,30.85,24.88,32.24,37.37,43.33,37.84
Price/Cash Flow Average,19.38,17.63,20.68,22.48,27.97,26.41,29.13,28.97,34.81,34.55
Price/Cash Flow High,22.07,21.17,22.70,26.00,34.59,31.12,35.56,40.48,43.64,44.49
Price/Cash Flow Low,16.77,15.24,17.85,17.44,20.37,23.29,20.39,19.09,26.30,27.90
Price/Free Cash Flow,17.35,17.77,19.10,19.95,25.40,20.31,28.22,33.58,39.29,33.50
Price/Free Cash Flow Average,16.06,14.87,17.70,17.90,23.03,21.56,25.50,26.03,31.57,30.58
Price/Free Cash Flow High,18.30,17.86,19.43,20.71,28.47,25.40,31.13,36.38,39.57,39.38
Price/Free Cash Flow Low,13.90,12.86,15.28,13.88,16.77,19.01,17.85,17.16,23.85,24.69
EV/Sales,3.12,3.62,4.10,4.64,6.11,5.03,6.71,9.03,10.89,8.65
EV/Sales Average,2.90,3.05,3.81,4.19,5.57,5.32,6.10,7.09,8.83,7.94
EV/Sales High,3.29,3.63,4.17,4.80,6.81,6.21,7.36,9.75,10.96,10.09
EV/Sales Low,2.53,2.66,3.32,3.32,4.14,4.72,4.38,4.81,6.78,6.51
EV/EBITDA,14.64,16.64,17.37,18.88,24.14,19.22,24.71,31.55,36.70,27.37
EV/EBITDA Average,13.60,14.03,16.16,17.07,22.00,20.33,22.45,24.78,29.77,25.12
EV/EBITDA High,15.40,16.72,17.65,19.56,26.91,23.75,27.12,34.07,36.95,31.90
EV/EBITDA Low,11.85,12.23,14.07,13.51,16.34,18.06,16.11,16.81,22.84,20.58
EV/EBIT,16.57,18.83,19.59,21.26,27.13,21.60,27.72,35.53,40.69,30.12
EV/EBIT Average,15.40,15.88,18.22,19.21,24.72,22.85,25.18,27.90,33.00,27.65
EV/EBIT High,17.44,18.91,19.91,22.02,30.25,26.70,30.42,38.36,40.97,35.10
EV/EBIT Low,13.41,13.83,15.86,15.20,18.37,20.29,18.07,18.93,25.32,22.65
Last Price,241.80,305.44,344.14,418.56,619.52,557.54,791.91,1133.88,1702.53,1445.45
High Price,255.00,306.92,350.11,434.50,694.48,697.26,873.51,1228.41,1714.75,1699.11
Low Price,193.72,221.00,275.30,291.33,408.97,521.79,500.74,579.40,1033.40,1065.55
Enterprise Value,7431,8993,9815,11626,16655,14752,20189,27854,40474,33919
Enterprise Value Average,6903,7585,9131,10508,15178,15606,18344,21876,32830,31135
Enterprise Value High,7820,9035,9977,12041,18569,18234,22157,30073,40754,39535
Enterprise Value Low,6013,6608,7950,8316,11277,13861,13164,14840,25189,25509
