,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),13.61,13.20,12.47,3.06,19.70,10.74,16.14,17.51,19.62,16.45
Return on Assets (%),3.55,3.36,3.57,0.83,4.90,2.91,5.23,5.85,6.23,5.49
Return on Capital (%),8.90,8.85,8.74,3.31,11.18,6.31,10.13,9.95,10.58,9.51
Return on Invested Capital (%),6.08,6.83,7.58,8.92,9.10,4.66,8.85,9.32,9.66,10.28
Gross Margin (%),42.23,42.26,44.08,43.54,44.21,42.41,42.89,37.62,42.17,41.42
EBITDA Margin (%),27.56,27.77,30.56,30.39,31.05,29.44,29.94,26.96,31.21,30.82
Operating Margin (%),23.76,23.86,26.51,25.80,26.31,24.53,25.48,23.37,26.49,26.68
Incremental Operating Margin (%),27.17,24.91,-69.07,17.88,33.46,1.92,-246.67,16.78,94.21,30.00
Pretax Margin (%),18.69,16.97,18.51,3.67,22.19,24.88,23.91,21.54,26.06,23.69
Profit Margin (%),11.99,11.83,12.58,2.91,18.51,10.71,18.16,16.58,20.17,18.07
Net Income to Common Margin (%),11.99,11.83,12.58,2.91,18.51,10.71,18.16,16.58,20.17,18.07
Effective Tax Rate (%),36.00,30.47,32.22,20.59,16.59,56.95,24.04,23.02,22.62,23.86
Dvd Payout Ratio (%),22.72,23.79,34.98,185.19,33.11,61.14,39.41,34.30,29.49,34.17
Sustainable Growth Rate (%),10.52,10.06,8.11,-2.61,13.18,4.17,9.78,11.50,13.84,10.83
