,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,30730,29447,24702,27438,42580,42278,54430,70858,105454,118568
- Cash & Cash Equivalents,3504,3787,4162,4336,9335,3904,3857,7066,8017,4774
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,2,3,14,25,17,17,18,7,3,95
+ Total Debt,34476,36958,36849,35674,40045,42256,45334,45998,48412,51899
Enterprise Value,60079,61407,56966,58348,72856,80158,95344,109156,145124,165054
Total Capital,57647,62641,63834,63522,69644,74301,79846,82546,89918,99406
Total Debt/Capital (%),59.80,59.00,57.73,56.16,57.50,56.87,56.78,55.72,53.84,52.21
Total Debt / EV,0.57,0.60,0.65,0.61,0.55,0.53,0.48,0.42,0.33,0.31
EV/Sales,1.59,1.70,1.97,2.19,2.45,2.15,2.43,3.07,3.30,3.14
EV/EBITDA,8.16,9.07,11.76,12.83,12.63,11.13,12.59,15.06,13.63,13.66
EV/EBIT,9.65,11.24,16.46,19.53,17.97,15.20,17.17,21.28,16.88,16.20
EV/Cash Flow to Firm,16.10,15.49,13.52,13.61,25.81,31.89,20.85,13.02,17.07,29.86
EV/Free Cash Flow to Firm,9.84,9.27,8.09,8.06,13.46,14.67,11.89,9.89,13.09,17.72
Diluted Market Cap,31996,31203,26208,27598,42773,43452,55727,71523,107485,121555
Diluted Enterprise Value,62970,64377,58909,58961,73500,81822,97222,110462,147883,168775
EV per Share,160.72,177.73,179.88,185.37,226.37,251.71,304.48,348.01,471.08,552.44
TTM Sales,37795,36067,28863,26644,29738,37358,39258,35540,44024,52577
TTM EBITDA,7365,6768,4843,4548,5769,7201,7573,7248,10645,12084
TTM Operating Income,6225,5461,3460,2988,4053,5274,5554,5130,8595,10189
TTM Cash Flow to Firm,3733,3965,4215,4288,2822,2513,4572,8383,8502,5527
TTM Free Cash Flow to Firm,6108,6624,7041,7243,5415,5463,8021,11039,11082,9315
