,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,10.00,10.25,9.12,8.79,8.57,8.37,7.67,7.56,10.51,9.90
Days Sales Outstanding,36.49,35.60,40.02,41.52,42.57,43.62,47.58,48.27,34.73,36.86
Inventory Turnover,5.08,5.42,5.02,5.10,5.50,5.09,4.42,4.32,4.94,4.63
Days Inventory Outstanding,71.85,67.36,72.72,71.58,66.33,71.75,82.58,84.59,73.84,78.89
Accounts Payable Turnover,2.83,2.74,2.49,2.44,2.62,3.00,2.69,2.30,2.77,4.60
Accounts Payable Turnover Days,128.90,133.00,146.60,149.43,139.41,121.56,135.53,158.92,131.82,79.30
Cash Conversion Cycle,-20.56,-30.04,-33.86,-36.32,-30.51,-6.19,-5.37,-26.06,-23.24,36.45
Inventory to Cash Days,-35.36,-31.76,-32.71,-30.05,-23.76,-28.13,-35.01,-36.31,-39.10,-42.04
Inventories,4935,4210,3817,3341,3904,6149,5975,4999,6781,8495
Raw Materials,1954,1724,1559,1369,1688,2233,2285,1995,3524,4442
Work In Process,753,654,450,453,495,776,747,648,994,1190
Finished Goods,3757,3360,3234,2976,3182,4777,4613,4006,4373,5363
Other Inventory,0,0,0,0,0,0,0,0,0,0
