,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,17124,18997,19115,17033,19456,23496,25600,18729,23522,28820
+ Sales & Services Revenue,17124,18997,19115,17033,19456,23496,25600,18729,23522,28820
- Cost of Revenue,14628,16204,15994,14280,16471,19840,21584,16277,20230,24068
+ Cost of Goods & Services,14628,16204,15994,14280,16471,19840,21584,16277,20230,24068
Gross Profit,2496,2793,3121,2753,2986,3656,4015,2452,3292,4752
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,824,792,794,806,842,967,1041,884,1001,1073
"+ Selling, General & Admin",560,561,542,540,555,645,699,581,677,726
+ Research & Development,251,216,240,247,265,306,327,274,324,341
+ Other Operating Expense,13,15,12,18,22,17,15,29,1,6
Operating Income (Loss),1672,2001,2328,1947,2144,2689,2975,1568,2291,3679
- Non-Operating (Income) Loss,-23,-17,-9,817,-30,-122,-124,-90,-88,-170
"+ Interest Expense, Net",0,0,0,12,6,-61,-42,1146,1048,0
+ Interest Expense,-5,-5,-12,0,0,0,0,1200,1120,0
- Interest Income,-5,-5,-12,-12,-6,61,42,54,73,0
+ Other Non-Op (Income) Loss,-23,-17,-9,805,-35,-61,-82,-1236,-1136,-170
Pretax Income,1695,2018,2337,1130,2173,2810,3099,1658,2379,3849
- Income Tax Expense (Benefit),524,659,733,609,498,615,711,360,527,837
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,1171,1359,1604,522,1675,2195,2388,1298,1852,3012
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,1171,1359,1604,522,1675,2195,2388,1298,1852,3012
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",1171,1359,1604,522,1675,2195,2388,1298,1852,3012
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",1171,1359,1604,522,1675,2195,2388,1298,1852,3012
Basic Weighted Avg Shares,531,533,532,527,528,527,520,520,522,523
"Basic EPS, GAAP",2.20,2.55,3.02,0.99,3.17,4.17,4.59,2.50,3.55,5.76
Basic EPS from Cont Ops,2.20,2.55,3.02,0.99,3.17,4.17,4.59,2.50,3.55,5.76
Diluted Weighted Avg Shares,533,534,533,528,529,528,521,521,523,523
"Diluted EPS, GAAP",2.20,2.54,3.01,0.99,3.16,4.16,4.58,2.49,3.54,5.75
Diluted EPS from Cont Ops,2.20,2.54,3.01,0.99,3.16,4.16,4.58,2.49,3.54,5.75
EBITDA,2482,2919,3235,2941,3251,3743,4052,2617,3194,4469
EBITDA Margin (%),14.50,15.36,16.92,17.26,16.71,15.93,15.83,13.97,13.58,15.51
EBITA,1672,2001,2328,1947,2144,2689,2975,1568,2291,3679
EBIT,1672,2001,2328,1947,2144,2689,2975,1568,2291,3679
Gross Margin (%),14.57,14.70,16.33,16.16,15.35,15.56,15.69,13.09,13.99,16.49
Operating Margin (%),9.76,10.53,12.18,11.43,11.02,11.44,11.62,8.37,9.74,12.76
Profit Margin (%),6.84,7.15,8.39,3.06,8.61,9.34,9.33,6.93,7.87,10.45
Sales per Employee,785495,815322,831091,740578,778256,839132,948137,720327,825344,926678
Dividend per Share,0.53,1.17,1.28,1.57,1.06,1.53,2.19,2.38,1.36,1.92
Depreciation Expense,811,918,907,993,1108,1054,1077,1049,903,790
