,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sales/Revenue/Turnover,12574,14269,15150,15875,17120,18173,20320,18950,31900,29685
+ Sales & Services Revenue,12574,14269,15150,15875,17120,18173,20320,18950,31900,29685
- Cost of Revenue,10926,12381,13131,13692,14791,15693,17598,16571,28613,26885
+ Cost of Goods & Services,10926,12381,13131,13692,14791,15693,17598,16571,28613,26885
Gross Profit,1649,1888,2019,2183,2329,2481,2722,2379,3288,2800
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1,1258,1352,1489,1617,1730,1940,1899,2679,3033
"+ Selling, General & Admin",1,1258,1352,1489,1617,1730,1940,1899,2325,2487
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,354,545
Operating Income (Loss),1648,630,667,695,712,750,782,480,609,-233
- Non-Operating (Income) Loss,850,-340,-343,-312,-352,-362,-379,-485,-884,-869
"+ Interest Expense, Net",-305,-343,-356,-313,-350,-363,-373,-477,-974,-1011
+ Interest Expense,31,24,36,56,71,76,83,86,323,431
- Interest Income,336,367,392,369,421,439,456,563,1297,1442
+ Other Non-Op (Income) Loss,1156,3,13,1,-1,0,-6,-8,90,141
Pretax Income,797,969,1010,1006,1064,1113,1161,965,1492,637
- Income Tax Expense (Benefit),305,372,387,379,399,270,273,218,341,152
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,493,597,623,627,664,842,888,747,1151,485
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,493,597,623,627,664,842,888,747,1151,485
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",493,597,623,627,664,842,888,747,1151,485
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",493,597,623,627,664,842,888,747,1151,485
Basic Weighted Avg Shares,224,216,203,190,183,174,165,163,162,159
"Basic EPS, GAAP",2.20,2.77,3.07,3.29,3.64,4.83,5.39,4.58,7.09,3.05
Basic EPS from Cont Ops,2.20,2.77,3.07,3.29,3.64,4.83,5.39,4.58,7.09,3.05
Diluted Weighted Avg Shares,228,219,206,192,184,176,167,165,165,160
"Diluted EPS, GAAP",2.16,2.73,3.03,3.26,3.60,4.79,5.33,4.52,6.97,3.03
Diluted EPS from Cont Ops,2.16,2.73,3.03,3.26,3.60,4.79,5.33,4.52,6.97,3.03
EBITDA,1749,745,804,864,892,933,998,723,882,33
EBITDA Margin (%),13.91,5.22,5.31,5.44,5.21,5.13,4.91,3.81,2.76,0.11
EBITA,1648,630,667,695,712,750,782,480,609,-233
EBIT,1648,630,667,695,712,750,782,480,609,-233
Gross Margin (%),13.11,13.23,13.33,13.75,13.60,13.65,13.40,12.55,10.31,9.43
Operating Margin (%),13.10,4.41,4.40,4.38,4.16,4.13,3.85,2.53,1.91,-0.78
Profit Margin (%),3.92,4.19,4.12,3.95,3.88,4.64,4.37,3.94,3.61,1.63
Sales per Employee,623385,646697,675450,652116,681808,700420,751201,704755,977131,833611
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,102,115,137,169,180,182,216,242,273,265
