,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,38675,42868,46711,40695,42364,39057,46748,45091,47664,45816
- Cash & Cash Equivalents,1054,789,619,923,616,539,442,303,270,427
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,284,270,214,219,253,241,227,243,223,153
+ Total Debt,5761,6956,7775,7572,7425,7455,7747,8364,8574,8422
Enterprise Value,43666,49305,54081,47563,49426,46214,54280,53395,56191,53964
Total Capital,16295,16232,13456,14095,14881,14116,15133,16647,17128,17249
Total Debt/Capital (%),35.35,42.85,57.78,53.72,49.90,52.81,51.19,50.24,50.06,48.83
Total Debt / EV,0.13,0.14,0.14,0.16,0.15,0.16,0.14,0.16,0.15,0.16
EV/Sales,2.06,2.50,2.91,2.61,2.71,2.50,2.94,2.79,2.89,2.67
EV/EBITDA,10.73,14.57,22.93,11.83,12.29,14.86,13.89,13.22,16.89,15.71
EV/EBIT,13.61,19.56,33.53,14.34,14.98,20.73,18.15,16.46,21.94,20.13
EV/Cash Flow to Firm,13.50,16.32,21.56,13.77,15.62,14.60,18.46,13.61,19.17,18.26
EV/Free Cash Flow to Firm,10.43,12.14,15.17,11.26,12.51,11.43,13.08,10.39,14.27,14.08
Diluted Market Cap,39335,44288,47410,41277,42943,39578,47309,45597,47947,45924
Diluted Enterprise Value,44326,50725,54780,48145,50005,46735,54841,53901,56474,54072
EV per Share,114.67,134.97,149.85,133.38,140.77,133.95,158.95,157.65,166.84,159.89
TTM Sales,21152,19724,18591,18202,18259,18486,18450,19140,19440,20175
TTM EBITDA,4071,3383,2359,4022,4023,3111,3908,4040,3327,3435
TTM Operating Income,3208,2521,1613,3317,3299,2229,2991,3244,2561,2681
TTM Cash Flow to Firm,3234,3021,2509,3453,3164,3165,2940,3923,2931,2955
TTM Free Cash Flow to Firm,4187,4060,3565,4224,3949,4042,4149,5140,3938,3831
