,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,227,227,224,220,218,219,219,220,218,215
Diluted Weighted Avg Shares,230,232,226,223,220,219,223,222,222,218
Basic Weighted Avg Shares,224,227,226,223,220,219,220,219,220,216
Revenue per Share,10.15,11.06,11.08,9.12,9.37,11.74,14.90,17.31,19.94,23.17
EBITDA per Share,1.90,1.19,0.65,-1.26,-1.40,0.51,2.14,3.44,3.48,5.27
Operating Income per Share,1.33,0.55,0.01,-1.88,-1.89,0.08,1.56,2.87,2.81,4.58
"Basic EPS, GAAP",1.02,0.36,-1.44,-2.60,-2.58,-0.37,0.98,5.52,2.26,3.81
Basic EPS from Cont Ops,1.02,0.36,-1.44,-2.60,-2.58,-0.37,0.98,5.52,2.26,3.81
"Diluted EPS, GAAP",1.00,0.35,-1.44,-2.60,-2.58,-0.37,0.96,5.44,2.24,3.78
Diluted EPS from Cont Ops,1.00,0.35,-1.44,-2.60,-2.58,-0.37,0.96,5.44,2.24,3.78
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,2.52,3.12,1.83,0.76,0.00,1.72,6.44,6.56,6.96,9.59
Free Cash Flow per Basic Share,2.23,2.79,1.51,0.42,-0.23,1.42,6.20,6.10,6.61,9.35
Cash & Equivalents per Share,10.00,8.93,10.03,8.62,6.06,4.35,8.40,8.46,8.08,9.64
Book Value per Share,9.98,10.01,7.78,4.15,-0.61,-0.35,0.10,4.97,4.46,6.19
Tangible Book Value per Share,5.24,2.98,0.08,-3.95,-8.72,-12.61,-12.10,-8.33,-14.89,-13.43
