,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,81,80,80,80,80,80,78,79,79,77
Diluted Weighted Avg Shares,83,82,82,81,82,81,80,79,80,78
Basic Weighted Avg Shares,81,81,80,80,80,80,79,79,79,78
Revenue per Share,8.20,9.43,10.57,13.52,18.40,24.56,30.30,31.39,50.09,47.76
EBITDA per Share,2.21,2.62,2.58,3.42,4.89,6.51,7.47,6.10,13.75,9.97
Operating Income per Share,2.00,2.40,2.36,3.12,4.42,5.83,6.48,4.92,12.37,8.36
"Basic EPS, GAAP",0.80,1.81,1.80,2.38,2.89,5.00,5.57,22.55,9.78,4.62
Basic EPS from Cont Ops,0.80,1.81,1.80,2.38,2.89,5.00,5.57,22.55,9.78,4.62
"Diluted EPS, GAAP",0.78,1.77,1.77,2.33,2.83,4.92,5.53,22.41,9.69,4.61
Diluted EPS from Cont Ops,0.78,1.77,1.77,2.33,2.83,4.92,5.53,22.41,9.69,4.61
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,2.31,2.81,2.98,3.10,5.48,6.93,9.41,8.41,14.86,7.27
Free Cash Flow per Basic Share,2.07,2.51,2.31,2.22,3.03,4.14,7.52,6.44,9.78,3.54
Cash & Equivalents per Share,4.59,5.67,6.63,8.05,9.01,9.22,11.07,12.18,14.88,12.93
Book Value per Share,-1.19,-0.38,0.34,1.65,3.29,4.74,5.61,28.10,33.28,33.20
Tangible Book Value per Share,6.81,8.36,9.67,11.48,13.26,14.68,16.20,33.72,39.31,40.08
