,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,71.47,31.21,36.72,40.47,76.89,41.67,49.44,23.25,67.69,45.61
Price/Earnings Average,51.09,29.80,33.31,34.29,55.01,58.98,44.71,13.52,63.11,67.47
Price/Earnings High,75.17,36.05,38.04,42.98,92.19,79.79,60.03,24.11,75.38,142.40
Price/Earnings Low,32.09,23.96,28.69,24.13,30.65,37.72,30.47,5.67,50.54,37.21
Price/Book Value,-47.94,-148.21,191.79,58.17,67.53,43.94,49.14,18.66,19.90,6.35
Price/Book Value Average,-34.27,-141.51,174.01,49.29,48.31,62.20,44.44,10.85,18.55,9.40
Price/Book Value High,-50.42,-171.20,198.70,61.79,80.97,84.15,59.66,19.35,22.16,19.83
Price/Book Value Low,-21.52,-113.79,149.87,34.68,26.91,39.78,30.28,4.55,14.86,5.18
Price/Tangible Book Value,8.38,6.74,6.84,8.37,16.76,14.19,17.02,15.55,16.84,5.26
Price/Tangible Book Value Average,5.99,6.43,6.20,7.09,11.99,20.09,15.39,9.04,15.70,7.78
Price/Tangible Book Value High,8.81,7.78,7.08,8.89,20.09,27.18,20.66,16.12,18.76,16.43
Price/Tangible Book Value Low,3.76,5.17,5.34,4.99,6.68,12.85,10.49,3.79,12.58,4.29
Price/Sales,6.96,5.98,6.25,7.11,12.08,8.48,9.10,16.71,13.22,4.42
Price/Sales Average,4.98,5.71,5.67,6.02,8.64,12.00,8.23,9.71,12.33,6.53
Price/Sales High,7.32,6.90,6.48,7.55,14.48,16.24,11.04,17.32,14.72,13.79
Price/Sales Low,3.12,4.59,4.89,4.24,4.81,7.68,5.60,4.07,9.87,3.60
Price/Cash Flow,24.71,20.06,22.22,31.00,40.58,30.07,29.30,62.36,44.57,28.99
Price/Cash Flow Average,17.66,19.15,20.16,26.27,29.03,42.56,26.49,36.25,41.55,42.89
Price/Cash Flow High,25.99,23.17,23.02,32.92,48.65,57.58,35.57,64.66,49.63,90.53
Price/Cash Flow Low,11.09,15.40,17.36,18.48,16.17,27.22,18.05,15.21,33.28,23.65
Price/Free Cash Flow,22.94,18.48,18.49,24.61,28.67,21.78,24.61,50.84,33.53,19.22
Price/Free Cash Flow Average,16.40,17.64,16.77,20.86,20.51,30.83,22.26,29.56,31.26,28.43
Price/Free Cash Flow High,24.13,21.34,19.15,26.14,34.37,41.71,29.88,52.72,37.34,60.00
Price/Free Cash Flow Low,10.30,14.19,14.45,14.67,11.43,19.72,15.17,12.40,25.03,15.68
EV/Sales,6.40,5.34,5.59,6.49,11.58,8.08,8.65,16.37,12.92,4.13
EV/Sales Average,4.61,5.40,5.44,5.64,8.33,11.64,7.92,9.37,12.05,6.24
EV/Sales High,6.96,6.59,6.24,7.16,14.17,15.86,10.70,16.99,14.44,13.41
EV/Sales Low,2.76,4.29,4.66,3.86,4.51,7.33,5.33,3.73,9.60,3.34
EV/EBITDA,23.74,19.23,22.88,25.67,43.60,30.47,35.06,84.19,47.07,19.79
EV/EBITDA Average,17.09,19.47,22.26,22.32,31.37,43.90,32.12,48.18,43.88,29.88
EV/EBITDA High,25.79,23.75,25.53,28.33,53.34,59.82,43.40,87.37,52.59,64.23
EV/EBITDA Low,10.23,15.47,19.06,15.28,16.96,27.64,21.62,19.16,34.97,16.01
EV/EBIT,26.22,21.00,25.06,28.15,48.25,34.04,40.45,104.54,52.31,23.59
EV/EBIT Average,18.88,21.26,24.39,24.47,34.71,49.05,37.05,59.83,48.77,35.63
EV/EBIT High,28.48,25.94,27.97,31.07,59.03,66.84,50.06,108.47,58.45,76.58
EV/EBIT Low,11.29,16.90,20.88,16.75,18.77,30.88,24.94,23.79,38.86,19.09
Last Price,57.05,56.36,66.10,96.13,222.19,208.29,275.63,524.32,662.22,210.90
High Price,60.00,65.10,68.48,102.10,266.41,398.88,334.64,543.65,737.45,658.50
Low Price,25.61,43.27,51.65,57.31,88.56,188.57,169.84,127.88,494.45,172.05
Enterprise Value,4227,4066,4728,7007,17063,15882,20809,40473,51077,15430
Enterprise Value Average,3043,4116,4600,6091,12275,22884,19060,23163,47619,23302
Enterprise Value High,4592,5021,5276,7733,20874,31185,25756,41998,57071,50087
Enterprise Value Low,1821,3271,3938,4170,6639,14407,12830,9210,37944,12484
