,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,0,0,0,0,0,0,392,438,468,518
ST Debt,0,0,0,0,0,0,65,74,82,96
LT Debt,0,0,0,0,0,0,326,364,386,423
Total Debt/EBITDA,0,0,0,0,0,0,0.48,0.44,0.24,0.28
Net Debt/EBITDA,-2.08,-1.44,-1.05,-1.36,-1.40,-1.09,-1.50,-1.53,-0.88,-1.08
Total Debt/EBIT,0,0,0,0,0,0,0.51,0.47,0.24,0.28
Net Debt/EBIT,-2.26,-1.56,-1.12,-1.45,-1.50,-1.16,-1.60,-1.62,-0.91,-1.11
EBITDA to Interest Expense,0,0,0,0,0,0,0,-4554.32,-4770.41,80.84
EBITDA-CapEx/Interest Expense,0,0,0,0,0,0,0,-4337.23,-4682.22,77.11
EBIT to Interest Expense,0,0,0,0,0,0,0,-4294.23,-4645.56,78.38
Interest Expense,0,0,0,0,0,0,0,0,0,23
Common Equity/Total Assets,69.30,65.90,68.66,69.75,66.26,63.07,62.92,52.80,47.59,59.25
Long-Term Debt/Equity (%),0,0,0,0,0,0,14.85,13.67,11.02,13.58
Long-Term Debt/Capital (%),0,0,0,0,0,0,12.01,11.97,9.42,11.03
Long-Term Debt/Total Assets (%),0,0,0,0,0,0,8.84,7.39,5.07,7.56
Total Debt/Equity (%),0,0,0,0,0,0,17.83,16.45,13.37,16.65
Total Debt/Capital (%),0,0,0,0,0,0,14.42,14.40,11.43,13.52
Total Debt/Total Assets (%),0,0,0,0,0,0,10.61,8.89,6.15,9.27
Net Debt to Equity,-59.80,-49.54,-47.67,-52.75,-52.70,-46.47,-56.00,-57.37,-49.42,-65.33
Net Debt/Capital (%),-147.95,-94.49,-83.44,-99.97,-103.38,-79.12,-82.78,-100.79,-73.12,-112.99
EBITDA,600,644,767,717,750,851,818,997,1961,1882
EBITDA-CapEx,547,579,723,658,655,803,771,950,1924,1795
Operating Income (Loss),552,595,721,670,700,797,767,940,1909,1824
