,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,203,192,182,180,176,172,170,169,167,154
Diluted Weighted Avg Shares,207,197,190,183,182,178,174,171,171,164
Basic Weighted Avg Shares,206,196,189,181,179,174,171,168,169,163
Revenue per Share,29.52,33.47,35.02,33.64,38.61,46.74,47.84,60.10,97.69,104.73
EBITDA per Share,2.91,3.28,4.06,3.95,4.18,4.88,4.78,5.93,11.59,11.54
Operating Income per Share,2.68,3.03,3.82,3.70,3.91,4.57,4.49,5.59,11.29,11.19
"Basic EPS, GAAP",1.69,1.92,2.42,2.38,2.73,3.55,3.45,4.14,8.37,8.33
Basic EPS from Cont Ops,1.70,1.93,2.43,2.39,2.74,3.56,3.46,4.15,8.39,8.35
"Diluted EPS, GAAP",1.68,1.92,2.40,2.36,2.69,3.48,3.39,4.07,8.27,8.26
Diluted EPS from Cont Ops,1.69,1.93,2.42,2.37,2.70,3.49,3.40,4.09,8.29,8.27
Dividend per Share,0.60,0.64,0.72,0.80,0.84,0.90,1.00,1.04,1.16,1.31
Cash Flow per Share,1.98,2.01,2.99,2.92,2.73,3.29,4.52,3.89,5.13,13.06
Free Cash Flow per Basic Share,1.72,1.68,2.75,2.59,2.20,3.02,4.24,3.61,4.92,12.53
Cash & Equivalents per Share,6.29,5.05,4.44,5.42,5.96,5.38,7.25,9.02,10.34,13.18
Book Value per Share,10.32,9.94,9.74,10.82,11.71,12.18,13.70,15.37,21.66,21.47
Tangible Book Value per Share,10.26,9.72,9.26,10.23,11.26,11.54,12.91,15.68,20.87,20.13
