,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,18.87,18.73,18.83,18.69,17.97,18.05,17.77,17.35,18.23,18.26
Days Sales Outstanding,19.35,19.48,19.38,19.53,20.31,20.22,20.53,21.04,20.02,19.99
Inventory Turnover,56.31,53.76,54.76,58.24,57.12,58.14,56.35,41.68,38.90,44.60
Days Inventory Outstanding,6.48,6.79,6.67,6.27,6.39,6.28,6.48,8.76,9.38,8.18
Accounts Payable Turnover,28.26,30.80,30.74,28.02,29.10,33.57,31.96,21.24,21.27,29.97
Accounts Payable Turnover Days,12.92,11.85,11.87,13.03,12.54,10.87,11.42,17.19,17.16,12.18
Cash Conversion Cycle,12.91,14.42,14.17,12.77,14.16,15.63,15.59,12.60,12.24,16.00
Inventory to Cash Days,12.86,12.69,12.71,13.26,13.92,13.94,14.06,12.28,10.64,11.81
Inventories,12,14,13,14,15,16,19,31,29,30
Raw Materials,12,14,13,14,15,16,19,31,29,30
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
