,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,11874,12242,19657,25883,19753,17846,18700,18073,15814,16902
"+ Cash, Cash Equivalents & STI",2106,2646,3000,9807,3301,785,1023,516,1827,2472
+ Cash & Cash Equivalents,2106,2646,3000,9807,3301,785,1023,516,1193,1358
+ ST Investments,0,0,0,0,0,0,0,0,634,1114
+ Accounts & Notes Receiv,2632,3218,6849,6260,6528,6573,7226,7132,5663,5017
"+ Accounts Receivable, Net",2632,3218,6849,6260,6528,6573,7226,7132,5663,5017
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,6852,6076,8678,8956,8899,9565,9333,9451,8159,8353
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,6852,6076,8678,8956,8899,9565,9333,9451,8159,8353
+ Other ST Assets,284,302,1130,860,1025,923,1118,974,165,1060
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,23607,24940,49125,46805,46256,50278,48899,69101,65471,73222
"+ Property, Plant & Equip, Net",6095,5418,7528,5735,4324,3398,2168,22610,21067,20145
"+ Property, Plant & Equip",12138,12257,15068,14335,13642,13911,13478,35066,34140,32988
- Accumulated Depreciation,6043,6839,7540,8600,9318,10513,11310,12456,13073,12843
+ LT Investments & Receivables,6261,7248,2389,6174,6320,6610,6851,7338,6987,5495
+ LT Investments,6261,7248,2389,6174,6320,6610,6851,7338,6987,5495
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,11251,12274,39208,34896,35612,40270,39880,39153,37417,47582
+ Total Intangible Assets,2410,2359,28723,25829,25788,28697,16560,26021,22357,33010
+ Goodwill,2410,2359,16372,15527,15632,16914,16560,15268,12421,22280
+ Other Intangible Assets,0,0,12351,10302,10156,11783,0,10753,9936,10730
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,8841,9915,10485,9067,9824,11573,23320,13132,15060,14572
Total Assets,35481,37182,68782,72688,66009,68124,67598,87174,81285,90124
+ Payables & Accruals,8313,8121,15489,16690,18296,19701,20031,21107,18490,19238
+ Accounts Payable,4635,4315,10088,11000,12494,13566,14341,14458,11136,11255
+ Accrued Taxes,101,105,176,206,329,273,216,110,94,84
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,3577,3701,5225,5484,5473,5862,5474,6539,7260,7899
+ ST Debt,570,774,1068,323,251,1966,5738,5964,3564,3345
+ ST Borrowings,570,774,1068,323,251,1966,5738,3538,1305,1059
+ ST Finance Leases,0,0,0,0,0,0,0,2426,2259,2286
+ Other ST Liabilities,0,0,0,0,0,0,0,-1,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,0,0,0,0,0,-1,0,0
Total Current Liabilities,8883,8895,16557,17013,18547,21667,25769,27070,22054,22583
+ LT Debt,4477,3736,13315,18705,12684,12431,11098,34176,29828,32132
+ LT Borrowings,4477,3736,13315,18705,12684,12431,11098,12203,7675,10615
+ LT Finance Leases,0,0,0,0,0,0,0,21973,22153,21517
+ Other LT Liabilities,2667,3990,7610,6689,6504,7337,6579,4792,5581,5001
+ Accrued Liabilities,600,1048,3538,2644,2281,1815,1785,1498,1850,1442
+ Pension Liabilities,340,416,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,1727,2526,4072,4045,4223,5522,4794,3294,3731,3559
Total Noncurrent Liabilities,7144,7726,20925,25394,19188,19768,17677,38968,35409,37133
Total Liabilities,16027,16621,37482,42407,37735,41435,43446,66038,57463,59716
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,1154,1252,9965,10123,10351,10505,10651,10773,11000,10962
+ Common Stock,80,80,12,12,12,12,12,12,12,12
