,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,26258,28352,29785,38062,38881,32785,75725,63900,77677,57093
- Cash & Cash Equivalents,2017,2168,3558,3792,2586,3880,19065,18868,20295,21421
+ Preferred Equity and Hybrid Capital,2603,2603,2603,3053,3053,3053,5102,8048,6673,6673
+ Minority/Non Controlling Interest,50,88,34,45,47,56,174,105,0,23
+ Total Debt,25631,27029,27362,23371,28586,28887,59557,45689,41205,66625
Enterprise Value,30421,34997,30929,33813,43434,35863,46766,-21914,-47863,37192
Total Capital,42861,45689,47365,45325,51608,53931,91350,80042,77515,106219
Total Debt/Capital (%),59.80,59.16,57.77,51.56,55.39,53.56,65.20,57.08,53.16,62.72
Total Debt / EV,0.84,0.77,0.88,0.69,0.66,0.81,1.27,-2.08,-0.86,1.79
EV/Sales,3.10,3.68,3.13,3.09,3.84,3.10,3.72,0,0,1.61
EV/EBITDA,72.26,82.54,67.09,60.92,78.97,64.62,74.23,0,0,27.23
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,6.28,13.03,13.00,15.71,10.79,11.22,0,0,0,4.05
EV/Free Cash Flow to Firm,6.28,13.03,13.00,15.71,10.79,10.08,837.64,0,0,3.82
Diluted Market Cap,26546,28654,28924,38317,40322,33651,45994,64342,78939,57594
Diluted Enterprise Value,52813,56206,55365,60994,69422,61767,91762,99316,106522,109494
EV per Share,43.05,48.56,39.64,41.77,55.54,46.98,34.84,0,0,28.03
TTM Sales,9815,9501,9890,10935,11317,11558,12568,22705,22259,23035
TTM EBITDA,421,424,461,555,550,555,630,1608,1384,1366
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,4846,2685,2380,2152,4026,3195,-168,6024,7274,9184
TTM Free Cash Flow to Firm,4846,2685,2380,2152,4026,3558,56,6839,7716,9748
