,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,707,701,717,768,727,1681,1468,1624,1710,1842
"+ Cash, Cash Equivalents & STI",4,5,3,3,3,160,23,145,26,25
+ Cash & Cash Equivalents,4,5,3,3,3,160,23,145,26,25
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,250,267,258,302,291,262,314,337,250,325
"+ Accounts Receivable, Net",250,267,258,289,291,17,7,5,14,9
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,13,0,245,307,332,236,316
+ Inventories,240,247,301,300,294,511,482,505,567,673
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,240,247,301,300,294,511,482,505,567,673
+ Other ST Assets,213,182,154,164,139,748,649,638,868,819
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,8890,9646,9989,10719,10897,23917,24508,25491,26810,27648
"+ Property, Plant & Equip, Net",7849,8441,8793,9506,9730,18952,19346,20106,21150,22277
"+ Property, Plant & Equip",12037,12773,13202,14151,14598,28869,29870,31342,32910,34834
- Accumulated Depreciation,4189,4332,4409,4645,4868,9917,10524,11236,11760,12556
+ LT Investments & Receivables,176,185,184,200,237,472,573,652,769,653
+ LT Investments,176,185,184,200,237,472,573,652,769,653
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,866,1020,1011,1012,930,4493,4589,4733,4891,4717
+ Total Intangible Assets,0,0,0,0,0,2339,2337,2337,2337,2337
+ Goodwill,0,0,0,0,0,2339,2337,2337,2337,2337
