,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,18676,20063,21662,22991,22849,23747,23362,25424,25979,26323
+ Sales & Services Revenue,18676,20063,21662,22991,22849,23747,23362,25424,25979,26323
- Cost of Revenue,3346,4422,4227,4162,4069,4101,4356,6159,6454,6406
+ Cost of Goods & Services,3346,4422,4227,4162,4069,4101,4356,6159,6454,6406
Gross Profit,15330,15641,17435,18829,18780,19646,19006,19265,19525,19917
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,9463,9450,8965,9035,8807,9383,9332,10126,10381,10351
"+ Selling, General & Admin",5184,4699,4846,5062,4870,5332,5150,5730,5368,5414
+ Research & Development,4083,4297,4070,3840,3562,3737,4116,4207,4819,4434
+ Other Operating Expense,196,454,49,133,375,314,66,189,194,503
Operating Income (Loss),5867,6191,8470,9794,9973,10263,9674,9139,9144,9566
- Non-Operating (Income) Loss,602,606,492,631,376,718,536,1006,2443,2220
"+ Interest Expense, Net",602,606,492,631,376,718,536,1006,1197,1406
+ Interest Expense,1022,1071,1095,1260,1304,1392,1289,1262,1197,1406
- Interest Income,420,465,603,629,928,674,753,256,0,0
+ Other Non-Op (Income) Loss,0,0,0,0,0,0,0,0,1246,814
Pretax Income,5265,5585,7978,9163,9597,9545,9138,8133,6701,7346
- Income Tax Expense (Benefit),184,427,1039,1441,7618,1151,1296,869,808,794
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,5081,5158,6939,7722,1979,8394,7842,7264,5893,6552
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,5081,5158,6939,7722,1979,8394,7842,7264,5893,6552
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",5081,5158,6939,7722,1979,8394,7842,7264,5893,6552
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",5081,5158,6939,7722,1979,8394,7842,7264,5893,6552
Basic Weighted Avg Shares,753,759,758,748,731,661,605,586,570,538
"Basic EPS, GAAP",6.75,6.80,9.15,10.32,2.71,12.70,12.96,12.40,10.34,12.18
Basic EPS from Cont Ops,6.75,6.80,9.15,10.32,2.71,12.70,12.96,12.40,10.34,12.18
Diluted Weighted Avg Shares,765,770,766,754,735,665,609,590,573,541
"Diluted EPS, GAAP",6.64,6.70,9.06,10.24,2.69,12.62,12.88,12.31,10.28,12.11
Diluted EPS from Cont Ops,6.64,6.70,9.06,10.24,2.69,12.62,12.88,12.31,10.28,12.11
EBITDA,7153,8283,10578,11899,11928,12209,11880,12740,12542,12983
EBITDA Margin (%),38.30,41.28,48.83,51.76,52.20,51.41,50.85,50.11,48.28,49.32
EBITA,5867,6191,8470,9794,9973,10263,9674,9139,9144,9566
EBIT,5867,6191,8470,9794,9973,10263,9674,9139,9144,9566
Gross Margin (%),82.08,77.96,80.49,81.90,82.19,82.73,81.35,75.77,75.16,75.66
Operating Margin (%),31.41,30.86,39.10,42.60,43.65,43.22,41.41,35.95,35.20,36.34
Profit Margin (%),27.21,25.71,32.03,33.59,8.66,35.35,33.57,28.57,22.68,24.89
Sales per Employee,933800,1120838,1210168,1197448,1098510,1104512,998376,1046255,1073512,1044563
Dividend per Share,1.88,2.44,3.16,4.01,4.60,5.31,5.80,6.41,7.04,7.80
Depreciation Expense,1286,2092,2108,2105,1955,1946,2206,3601,3398,3417
