,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7985,11694,11100,12472,7371,11265,11016,10462,14728,8714
- Cash & Cash Equivalents,1112,105,91,135,547,897,419,835,601,269
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1054,1637,1214,1043,1044,1046,2764,3047,3372,3652
Enterprise Value,7927,13226,12223,13381,7868,11414,13362,12675,17499,12096
Total Capital,2143,3202,3235,3506,3964,4372,6537,7244,7978,8396
Total Debt/Capital (%),49.17,51.12,37.52,29.75,26.34,23.92,42.29,42.07,42.27,43.49
Total Debt / EV,0.13,0.12,0.10,0.08,0.13,0.09,0.21,0.24,0.19,0.30
EV/Sales,1.22,1.34,1.26,1.40,0.84,1.19,1.38,1.25,1.59,1.08
EV/EBITDA,9.13,11.64,11.16,12.79,9.60,13.55,14.59,12.68,15.93,12.12
EV/EBIT,12.00,15.53,14.80,16.99,13.80,18.89,19.73,16.90,20.86,16.94
EV/Cash Flow to Firm,13.95,17.51,16.73,24.86,12.02,13.36,14.89,12.61,15.33,15.88
EV/Free Cash Flow to Firm,10.38,13.44,12.66,16.77,9.32,10.89,9.76,9.96,12.23,10.18
Diluted Market Cap,8048,11748,11163,12491,7388,11503,11324,10879,15322,8927
Diluted Enterprise Value,7989,13281,12286,13399,7885,11652,13670,13092,18093,12310
EV per Share,108.82,181.00,166.72,181.43,106.42,157.52,193.00,191.00,282.20,204.10
TTM Sales,6494,9844,9737,9568,9374,9581,9709,10106,10998,11155
TTM EBITDA,868,1136,1095,1046,819,842,916,1000,1099,998
TTM Operating Income,660,852,826,788,570,604,677,750,839,714
TTM Cash Flow to Firm,568,755,731,538,655,854,897,1005,1141,762
TTM Free Cash Flow to Firm,764,984,966,798,844,1048,1369,1273,1431,1188
