,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,25.59,22.96,16.54,15.44,15.03,15.56,14.77,14.04,14.35,15.06
Days Sales Outstanding,14.26,15.90,22.07,23.63,24.29,23.46,24.71,25.99,25.43,24.24
Inventory Turnover,1.33,1.66,1.31,1.25,1.25,1.26,1.24,1.25,1.32,1.29
Days Inventory Outstanding,273.90,219.85,278.57,292.06,293.12,290.41,294.27,291.05,276.56,282.16
Accounts Payable Turnover,1.66,2.57,1.76,1.74,1.72,1.83,1.68,1.62,1.64,1.60
Accounts Payable Turnover Days,220.20,142.21,207.06,210.14,212.71,199.33,217.88,224.92,222.97,227.68
Cash Conversion Cycle,67.96,93.54,93.58,105.56,104.70,114.54,101.10,92.13,79.02,78.71
Inventory to Cash Days,-259.64,-203.96,-256.50,-268.43,-268.83,-266.95,-269.56,-265.06,-251.12,-257.92
Inventories,2557,3937,4175,4326,4168,4363,4432,4538,4659,4915
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,2557,3937,4175,4326,4168,4363,4432,4538,4659,4915
