,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,62626,65100,56098,57244,59837,66501,77046,56587,64388,67074
+ Sales & Services Revenue,62626,65100,56098,57244,59837,66501,77046,56587,64388,67074
- Cost of Revenue,45321,47447,40431,41460,43953,49985,57065,48056,51897,53406
+ Cost of Goods & Services,45321,47447,40431,41460,43953,49985,57065,48056,51897,53406
Gross Profit,17305,17653,15667,15784,15884,16516,19981,8531,12491,13668
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,8096,7884,8376,7612,7212,7963,11015,7237,7533,8254
"+ Selling, General & Admin",6718,6500,5886,6060,6183,7066,8521,5540,5224,5663
+ Research & Development,2529,2635,2279,2337,2387,2462,3015,2582,2732,2711
+ Other Operating Expense,-1151,-1251,211,-785,-1358,-1565,-521,-885,-423,-120
Operating Income (Loss),9209,9769,7291,8172,8672,8553,8966,1294,4958,5414
- Non-Operating (Income) Loss,897,882,824,1039,909,273,723,3647,27,-613
"+ Interest Expense, Net",760,664,703,917,801,851,1449,1324,1286,1206
+ Interest Expense,897,882,824,1039,909,1038,1611,1366,1322,1276
- Interest Income,137,218,121,122,108,187,162,42,36,70
+ Other Non-Op (Income) Loss,137,218,121,122,108,-578,-726,2323,-1259,-1819
Pretax Income,8312,8887,6467,7133,7763,8280,8243,-2353,4931,6027
- Income Tax Expense (Benefit),2238,2264,2111,1697,2843,2626,2295,575,786,700
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,6074,6623,4356,5436,4920,5654,5948,-2928,4145,5327
- Net Extraordinary Losses (Gains),741,806,-2892,752,736,770,822,772,529,260
+ Discontinued Operations,35,154,3612,-10,0,4053,-411,-410,-33,-19
+ Extraord. & Accounting Changes,706,652,-6504,762,736,-3283,1233,1182,562,279
Income (Loss) Incl. MI,5333,5817,7248,4684,4184,4884,5126,-3700,3616,5067
- Minority Interest,-388,-403,-360,-371,-368,-385,-411,-181,-248,-130
"Net Income, GAAP",5721,6220,7608,5055,4552,5269,5537,-3519,3864,5197
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",5721,6220,7608,5055,4552,5269,5537,-3519,3864,5197
Basic Weighted Avg Shares,901,898,873,818,790,800,855,1358,1502,1476
"Basic EPS, GAAP",6.35,6.93,8.71,6.18,5.76,6.59,6.48,-2.59,2.57,3.52
Basic EPS from Cont Ops,6.74,7.38,4.99,6.65,6.23,7.07,6.96,-2.16,2.76,3.61
Diluted Weighted Avg Shares,915,912,883,826,799,810,864,1358,1509,1486
"Diluted EPS, GAAP",6.25,6.82,8.62,6.12,5.70,6.50,6.41,-2.59,2.56,3.50
Diluted EPS from Cont Ops,6.64,7.26,4.93,6.58,6.16,6.98,6.88,-2.16,2.75,3.59
EBITDA,11030,11676,9154,10134,10812,10986,12749,5450,9515,9522
EBITDA Margin (%),17.61,17.94,16.32,17.70,18.07,16.52,16.55,9.63,14.78,14.20
EBITA,9209,9769,7291,8172,8672,8553,8966,1294,4958,5414
EBIT,9209,9769,7291,8172,8672,8553,8966,1294,4958,5414
Gross Margin (%),27.63,27.12,27.93,27.57,26.55,24.84,25.93,15.08,19.40,20.38
Operating Margin (%),14.70,15.01,13.00,14.28,14.49,12.86,11.64,2.29,7.70,8.07
Profit Margin (%),9.14,9.55,13.56,8.83,7.61,7.92,7.19,-6.22,6.00,7.75
Sales per Employee,295406,307801,284761,283386,292316,277088,316801,312635,370046,368538
Dividend per Share,2.12,2.28,2.50,2.53,2.63,2.71,2.86,2.01,1.97,2.12
Depreciation Expense,1821,1907,1863,1962,2140,2433,3783,4156,4557,4108
