,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,1483,3349,1831,3307,2478,1998,2225,2206,2008,5187
"+ Cash, Cash Equivalents & STI",477,2490,214,2270,1137,555,613,747,439,1499
+ Cash & Cash Equivalents,477,2490,214,2270,1137,555,613,747,439,1499
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,518,457,656,543,619,698,680,593,623,1377
"+ Accounts Receivable, Net",447,385,553,486,534,606,613,531,557,1191
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",71,72,104,57,85,92,68,62,66,186
+ Inventories,436,358,509,450,593,701,769,750,813,2076
+ Raw Materials,95,96,200,161,189,218,273,296,339,397
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,341,263,308,289,404,482,496,454,474,1679
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,51,43,452,43,128,45,163,116,133,235
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,2102,1874,7784,4855,5273,5583,7636,8245,8966,10270
"+ Property, Plant & Equip, Net",1357,1232,2485,2360,2493,3021,4909,5355,5910,6963
"+ Property, Plant & Equip",2972,2621,3881,3911,4124,4799,6818,7428,8075,9354
- Accumulated Depreciation,1615,1389,1396,1550,1631,1778,1908,2073,2165,2391
+ LT Investments & Receivables,212,194,455,458,534,529,580,656,898,1151
+ LT Investments,212,194,455,458,534,529,580,656,898,1151
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,533,448,4844,2037,2246,2033,2146,2234,2159,2156
+ Total Intangible Assets,372,287,4627,1895,2032,1953,1933,2015,1907,1905
+ Goodwill,284,243,2894,1540,1610,1567,1579,1666,1598,1618
+ Other Intangible Assets,88,44,1733,355,422,386,355,349,309,288
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
