,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4453,4015,4095,3533,3536,9894,8474,6263,5112,4872
ST Debt,1909,1771,1543,1219,1037,1896,1371,1269,102,876
LT Debt,2544,2244,2552,2314,2499,7998,7103,4994,5010,3996
Total Debt/EBITDA,2.84,2.55,2.69,2.47,1.79,6.41,5.31,3.76,3.14,3.19
Net Debt/EBITDA,2.63,2.40,2.51,2.26,1.63,6.26,5.28,3.20,3.06,3.07
Total Debt/EBIT,3.84,3.16,3.35,3.15,2.14,8.60,7.37,4.68,3.90,4.10
Net Debt/EBIT,3.55,2.98,3.14,2.88,1.94,8.41,7.32,3.99,3.79,3.94
EBITDA to Interest Expense,11.61,12.90,14.11,12.43,17.63,7.68,4.48,4.83,7.76,8.07
EBITDA-CapEx/Interest Expense,9.12,10.06,10.59,9.47,14.61,5.66,3.40,3.96,6.45,6.79
EBIT to Interest Expense,8.59,10.40,11.31,9.76,14.79,5.72,3.23,3.88,6.25,6.29
Interest Expense,135,122,108,115,112,201,356,345,210,189
Common Equity/Total Assets,21.43,27.24,30.98,24.74,31.03,15.39,15.25,25.88,31.99,34.07
Long-Term Debt/Equity (%),210.25,139.99,185.47,150.95,151.91,582.52,638.76,194.39,158.85,119.89
Long-Term Debt/Capital (%),40.83,36.12,38.68,42.23,42.06,65.89,67.73,52.73,56.50,44.77
Long-Term Debt/Total Assets (%),30.57,27.66,31.55,29.53,32.35,55.05,54.02,40.37,42.70,33.60
Total Debt/Equity (%),368.02,250.47,297.60,230.46,214.95,720.61,762.05,243.79,162.08,146.17
Total Debt/Capital (%),71.48,64.62,62.07,64.47,59.52,81.51,80.80,66.13,57.65,54.58
Total Debt/Total Assets (%),53.50,49.49,50.62,45.08,45.77,68.10,64.45,50.62,43.57,40.97
Net Debt to Equity,340.33,235.93,278.42,211.02,195.08,704.08,757.10,207.63,157.83,140.62
Net Debt/Capital (%),69.83,63.23,60.39,62.40,57.08,81.15,80.51,61.94,56.57,53.16
EBITDA,1567,1574,1524,1430,1974,1544,1596,1665,1629,1526
EBITDA-CapEx,1231,1227,1144,1089,1636,1137,1212,1366,1354,1284
Operating Income (Loss),1160,1269,1221,1122,1656,1150,1150,1337,1312,1189
