,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.11,0.08,0.09,0.11,0.13,0.06,0.01,0.28,0.04,0.04
Current Ratio,0.64,0.70,0.75,0.70,0.79,0.64,0.58,0.78,0.93,0.68
Quick Ratio,0.31,0.30,0.32,0.34,0.39,0.28,0.18,0.47,0.37,0.23
CFO/Avg Current Liab,0.39,0.29,0.41,0.53,0.50,0.44,0.40,0.43,0.42,0.50
Common Equity/Total Assets,21.43,27.24,30.98,24.74,31.03,15.39,15.25,25.88,31.99,34.07
Long-Term Debt/Equity (%),210.25,139.99,185.47,150.95,151.91,582.52,638.76,194.39,158.85,119.89
Long-Term Debt/Capital (%),40.83,36.12,38.68,42.23,42.06,65.89,67.73,52.73,56.50,44.77
Long-Term Debt/Total Assets (%),30.57,27.66,31.55,29.53,32.35,55.05,54.02,40.37,42.70,33.60
Total Debt/Equity (%),368.02,250.47,297.60,230.46,214.95,720.61,762.05,243.79,162.08,146.17
Total Debt/Capital (%),71.48,64.62,62.07,64.47,59.52,81.51,80.80,66.13,57.65,54.58
Total Debt/Total Assets (%),53.50,49.49,50.62,45.08,45.77,68.10,64.45,50.62,43.57,40.97
CFO/Total Liabilities,14.33,13.81,17.61,23.21,21.23,9.92,11.62,14.24,12.06,13.80
CFO/CapEx,3.03,2.59,3.11,4.29,3.82,3.21,3.64,4.67,3.76,4.88
Altman's Z-Score,3.82,4.45,4.61,4.85,5.15,3.00,2.90,4.24,4.89,4.65
