,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,5.54,6.22,5.96,5.96,5.74,5.63,5.55,5.06,5.41,5.30
Days Sales Outstanding,65.94,58.69,61.21,61.20,63.56,64.88,65.75,72.09,67.50,68.86
Inventory Turnover,6.04,7.15,6.96,7.30,7.24,6.78,6.60,6.27,5.89,5.03
Days Inventory Outstanding,60.42,51.07,52.43,49.97,50.43,53.83,55.33,58.23,61.98,72.54
Accounts Payable Turnover,12.54,15.02,16.22,16.43,15.36,15.62,16.13,14.71,16.08,16.61
Accounts Payable Turnover Days,29.10,24.30,22.50,22.22,23.77,23.36,22.63,24.81,22.71,21.98
Cash Conversion Cycle,97.26,85.46,91.13,88.95,90.22,95.35,98.45,105.51,106.77,119.42
Inventory to Cash Days,5.52,7.62,8.78,11.23,13.13,11.04,10.42,13.86,5.52,-3.69
Inventories,1247,1180,1086,1076,1220,1318,1164,1189,1694,2054
Raw Materials,445,458,415,407,465,523,452,454,716,887
Work In Process,145,133,130,126,141,161,131,136,208,228
Finished Goods,657,677,622,629,703,731,670,681,888,1050
Other Inventory,85,0,0,0,0,0,0,0,0,0
