,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.60,1.13,1.30,0.90,1.01,0.42,0.92,0.99,0.44,0.16
Current Ratio,1.63,2.29,2.84,2.22,2.38,1.63,2.90,2.52,1.84,1.41
Quick Ratio,0.99,1.78,2.24,1.75,1.87,1.16,2.06,1.96,1.26,0.87
CFO/Avg Current Liab,0.58,0.34,0.78,0.90,0.83,0.85,1.05,1.18,0.84,0.59
Common Equity/Total Assets,74.87,97.18,116.49,128.35,120.48,142.72,148.72,148.09,151.34,167.33
Long-Term Debt/Equity (%),28.77,87.65,131.91,168.51,162.95,185.05,255.91,244.25,190.54,199.84
Long-Term Debt/Capital (%),13.11,24.27,26.78,26.25,26.19,21.08,25.70,24.88,21.58,18.39
Long-Term Debt/Total Assets (%),13.99,33.83,43.84,47.21,44.56,40.54,51.46,49.78,42.97,40.03
Total Debt/Equity (%),65.34,109.28,141.97,183.82,181.48,226.52,256.04,255.25,212.00,251.31
Total Debt/Capital (%),29.79,30.26,28.83,28.63,29.17,25.80,25.71,26.00,24.01,23.13
Total Debt/Total Assets (%),31.77,42.18,47.19,51.50,49.63,49.63,51.49,52.02,47.81,50.34
CFO/Total Liabilities,24.65,14.89,21.89,21.04,19.70,24.21,24.88,22.58,20.54,19.04
CFO/CapEx,6.87,4.48,8.10,8.43,8.09,7.72,9.19,11.89,8.64,5.70
Altman's Z-Score,5.76,6.81,7.46,8.33,8.28,8.56,9.20,8.92,9.96,10.08
