,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,13903,18399,18474,20644,24428,25316,33198,35283,37119,38531
- Cash & Cash Equivalents,107,80,85,84,83,147,248,129,166,111
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,11951,12777,13994,14842,15791,17247,20253,22208,24736,26032
Enterprise Value,25747,31096,32383,35402,40136,42416,53203,57362,61689,64452
Total Capital,16003,17262,18815,20092,21473,23425,26977,29520,32668,34645
Total Debt/Capital (%),74.67,74.02,74.37,73.87,73.54,73.63,75.08,75.23,75.72,75.14
Total Debt / EV,0.46,0.41,0.43,0.42,0.39,0.41,0.38,0.39,0.40,0.40
EV/Sales,2.36,2.66,2.94,3.19,3.52,3.68,4.61,4.98,4.59,4.21
EV/EBITDA,8.74,10.03,9.96,9.70,10.57,11.32,13.27,13.66,13.83,12.94
EV/EBIT,13.94,15.96,16.19,15.99,18.33,21.59,25.29,27.11,28.00,26.55
EV/Cash Flow to Firm,8.82,10.43,9.59,10.28,11.35,11.56,13.60,15.72,20.28,13.15
EV/Free Cash Flow to Firm,4.08,5.03,4.59,5.33,5.92,5.56,6.54,6.36,8.47,6.76
Diluted Market Cap,13863,18340,18497,20735,24488,25167,32911,34663,36844,38350
Diluted Enterprise Value,25707,31037,32406,35493,40196,42267,52916,56742,61414,64271
EV per Share,51.70,61.49,63.80,69.80,79.05,82.52,101.43,106.73,113.39,117.28
TTM Sales,10915,11686,11024,11107,11404,11537,11529,11526,13431,15310
TTM EBITDA,2947,3099,3250,3650,3799,3746,4008,4198,4460,4982
TTM Operating Income,1848,1948,2001,2214,2190,1965,2104,2116,2203,2428
TTM Cash Flow to Firm,2919,2982,3377,3444,3536,3670,3912,3649,3042,4900
TTM Free Cash Flow to Firm,6314,6182,7060,6639,6780,7627,8137,9018,7286,9538
