,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.03,0.02,0.02,0.03,0.02,0.03,0.05,0.03,0.03,0.02
Current Ratio,0.88,0.83,0.72,0.88,0.73,0.69,0.68,0.77,0.84,0.85
Quick Ratio,0.42,0.40,0.36,0.49,0.40,0.40,0.39,0.41,0.41,0.43
CFO/Avg Current Liab,0.78,0.69,0.75,0.84,0.85,0.73,0.72,0.65,0.47,0.71
Common Equity/Total Assets,11.95,12.14,12.35,12.76,13.20,13.43,13.33,13.55,13.71,14.08
Long-Term Debt/Equity (%),114.06,112.58,117.83,128.80,126.76,129.30,143.18,144.01,146.84,143.03
Long-Term Debt/Capital (%),68.18,66.62,66.39,70.65,67.62,67.46,70.27,71.10,70.18,68.84
Long-Term Debt/Total Assets (%),32.18,31.12,31.98,34.49,33.74,34.36,37.58,38.90,39.63,38.98
Total Debt/Equity (%),124.93,125.09,132.00,134.67,137.85,141.11,152.98,152.37,158.44,156.11
Total Debt/Capital (%),74.67,74.02,74.37,73.87,73.54,73.63,75.08,75.23,75.72,75.14
Total Debt/Total Assets (%),35.24,34.57,35.83,36.06,36.70,37.50,40.15,41.16,42.76,42.54
CFO/Total Liabilities,10.62,9.90,10.63,10.13,9.90,9.25,8.77,7.23,5.18,8.83
CFO/CapEx,0.76,0.83,0.82,0.96,0.96,0.79,0.77,0.53,0.52,0.85
Altman's Z-Score,0.94,1.00,0.93,0.98,1.01,0.96,1.02,1.01,1.03,1.05
