,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,11951,12777,13994,14842,15791,17247,20253,22208,24736,26032
ST Debt,1040,1277,1503,648,1271,1444,1297,1219,1811,2181
LT Debt,10911,11500,12491,14195,14520,15803,18956,20989,22925,23851
Total Debt/EBITDA,4.05,4.12,4.31,4.07,4.16,4.60,5.05,5.29,5.55,5.23
Net Debt/EBITDA,4.02,4.10,4.28,4.04,4.13,4.56,4.60,4.89,5.21,4.95
Total Debt/EBIT,6.47,6.56,7.00,6.70,7.21,8.78,9.63,10.50,11.23,10.72
Net Debt/EBIT,6.41,6.52,6.95,6.67,7.17,8.70,8.77,9.70,10.54,10.16
EBITDA to Interest Expense,5.83,6.13,5.96,6.14,6.29,5.97,5.65,5.26,5.47,5.58
EBITDA-CapEx/Interest Expense,-0.89,-0.20,-0.79,0.76,0.92,-0.34,-0.31,-1.47,0.26,0.39
EBIT to Interest Expense,3.65,3.86,3.67,3.72,3.63,3.13,2.96,2.65,2.70,2.72
Interest Expense,506,505,545,595,604,627,710,798,816,893
Common Equity/Total Assets,11.95,12.14,12.35,12.76,13.20,13.43,13.33,13.55,13.71,14.08
Long-Term Debt/Equity (%),114.06,112.58,117.83,128.80,126.76,129.30,143.18,144.01,146.84,143.03
Long-Term Debt/Capital (%),68.18,66.62,66.39,70.65,67.62,67.46,70.27,71.10,70.18,68.84
Long-Term Debt/Total Assets (%),32.18,31.12,31.98,34.49,33.74,34.36,37.58,38.90,39.63,38.98
Total Debt/Equity (%),124.93,125.09,132.00,134.67,137.85,141.11,152.98,152.37,158.44,156.11
Total Debt/Capital (%),74.67,74.02,74.37,73.87,73.54,73.63,75.08,75.23,75.72,75.14
Total Debt/Total Assets (%),35.24,34.57,35.83,36.06,36.70,37.50,40.15,41.16,42.76,42.54
Net Debt to Equity,123.81,124.31,131.20,133.91,137.13,139.91,139.41,140.80,148.73,147.92
Net Debt/Capital (%),74.50,73.90,74.26,73.76,73.44,73.46,69.05,69.82,71.44,71.43
EBITDA,2947,3099,3250,3650,3799,3746,4008,4198,4460,4982
EBITDA-CapEx,-448,-101,-433,455,555,-211,-217,-1171,216,344
Operating Income (Loss),1848,1948,2001,2214,2190,1965,2104,2116,2203,2428
