,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),11.89,12.84,11.79,10.87,7.66,8.59,11.25,8.75,6.88,-79.00
Return on Assets (%),10.74,12.15,11.42,10.48,6.86,3.86,3.48,2.71,1.01,-4.91
Return on Capital (%),9.79,10.78,9.94,9.05,6.20,6.16,6.55,5.40,4.10,0
Return on Invested Capital (%),16.02,18.35,17.77,15.26,10.47,6.34,5.35,4.51,2.26,0
Gross Margin (%),43.49,44.10,44.71,44.89,43.52,42.31,41.10,41.03,32.04,33.37
EBITDA Margin (%),20.38,22.11,22.33,21.09,21.15,19.15,19.86,17.96,15.28,17.94
Operating Margin (%),17.56,19.22,19.36,17.80,17.68,14.78,13.57,11.56,5.36,8.46
Incremental Operating Margin (%),22.98,55.39,12.56,-32.84,16.34,-2.28,9.43,196.69,0.57,54.59
Pretax Margin (%),16.43,17.78,17.48,16.81,15.80,11.26,10.85,8.68,3.04,-13.06
Profit Margin (%),11.97,13.42,13.62,13.00,8.70,8.48,8.87,7.14,2.32,-14.82
Net Income to Common Margin (%),11.97,13.42,13.62,13.00,8.70,8.48,8.87,7.14,2.32,-14.82
Effective Tax Rate (%),27.14,24.50,22.12,22.66,44.95,24.11,17.43,16.77,21.19,0
Dvd Payout Ratio (%),24.71,32.14,38.59,45.65,69.71,67.26,67.47,86.83,231.60,-44.29
Sustainable Growth Rate (%),8.95,8.72,7.24,5.91,2.32,2.81,3.66,1.15,-9.05,-113.98
