,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,933,942,1070,1325,1639,4553,4422,4414,11400,10970
ST Debt,0,8,132,259,7,49,425,634,632,597
LT Debt,933,934,938,1067,1632,4504,3997,3779,10768,10373
Total Debt/EBITDA,1.55,1.38,1.59,2.02,2.28,5.98,4.33,4.83,6.40,4.91
Net Debt/EBITDA,0.88,0.68,1.32,1.52,1.77,5.13,3.70,4.12,6.00,4.69
Total Debt/EBIT,1.80,1.59,1.83,2.39,2.73,7.75,6.34,7.51,18.24,10.42
Net Debt/EBIT,1.02,0.78,1.52,1.80,2.12,6.64,5.41,6.39,17.10,9.95
EBITDA to Interest Expense,12.87,14.83,14.65,12.40,11.00,5.75,7.38,6.93,6.16,6.64
EBITDA-CapEx/Interest Expense,10.00,11.72,12.46,10.02,9.03,4.44,5.63,5.47,4.79,5.14
EBIT to Interest Expense,11.09,12.89,12.71,10.47,9.19,4.43,5.05,4.46,2.16,3.13
Interest Expense,47,46,46,53,65,133,138,132,289,336
Common Equity/Total Assets,92.75,96.30,97.44,95.42,84.48,30.82,31.11,30.78,9.26,2.80
Long-Term Debt/Equity (%),63.57,61.35,59.03,65.41,96.62,73.54,63.16,58.86,50.74,58.30
Long-Term Debt/Capital (%),23.16,21.67,19.98,20.66,29.52,52.33,46.12,43.52,70.93,86.31
Long-Term Debt/Total Assets (%),27.99,26.73,25.25,26.56,35.49,34.95,30.08,27.88,27.14,29.31
Total Debt/Equity (%),63.58,61.89,67.36,81.25,97.03,74.33,69.87,68.74,53.72,61.65
Total Debt/Capital (%),23.16,21.86,22.80,25.67,29.64,52.90,51.02,50.83,75.09,91.27
Total Debt/Total Assets (%),28.00,26.96,28.82,32.99,35.64,35.32,33.28,32.56,28.73,31.00
Net Debt to Equity,35.94,30.46,55.91,61.39,75.24,63.75,59.66,58.51,50.35,58.88
Net Debt/Capital (%),14.56,12.10,19.69,20.69,24.63,49.06,46.84,46.80,73.86,90.90
EBITDA,602,683,675,657,719,762,1021,913,1781,2232
EBITDA-CapEx,468,540,574,531,590,588,779,721,1384,1726
Operating Income (Loss),518,594,585,555,601,588,697,588,625,1053
