,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.72,0.92,0.24,0.36,0.48,0.57,0.39,0.35,0.20,0.13
Current Ratio,3.01,3.30,1.95,1.79,2.47,2.61,1.90,1.61,1.92,1.99
Quick Ratio,1.66,1.87,0.97,0.97,1.34,1.41,1.05,0.83,0.72,0.62
CFO/Avg Current Liab,0.69,0.96,0.69,0.65,0.47,0.46,0.52,0.41,0.52,0.09
Common Equity/Total Assets,92.75,96.30,97.44,95.42,84.48,30.82,31.11,30.78,9.26,2.80
Long-Term Debt/Equity (%),63.57,61.35,59.03,65.41,96.62,73.54,63.16,58.86,50.74,58.30
Long-Term Debt/Capital (%),23.16,21.67,19.98,20.66,29.52,52.33,46.12,43.52,70.93,86.31
Long-Term Debt/Total Assets (%),27.99,26.73,25.25,26.56,35.49,34.95,30.08,27.88,27.14,29.31
Total Debt/Equity (%),63.58,61.89,67.36,81.25,97.03,74.33,69.87,68.74,53.72,61.65
Total Debt/Capital (%),23.16,21.86,22.80,25.67,29.64,52.90,51.02,50.83,75.09,91.27
Total Debt/Total Assets (%),28.00,26.96,28.82,32.99,35.64,35.32,33.28,32.56,28.73,31.00
CFO/Total Liabilities,21.86,26.29,20.40,22.44,13.43,6.46,10.04,10.01,7.79,1.96
CFO/CapEx,3.04,3.62,4.29,4.24,3.03,2.52,2.89,3.72,3.62,0.68
Altman's Z-Score,6.17,6.60,7.12,6.55,6.50,4.30,4.18,3.72,3.02,2.59
