,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.39,0.20,0.25,0.29,0.29,0.28,0.31,0.66,0.61,0.53
Current Ratio,1.86,1.72,1.71,1.81,1.92,1.89,1.84,2.26,2.31,2.02
Quick Ratio,0.71,0.49,0.53,0.57,0.67,0.57,0.55,0.90,0.88,0.77
CFO/Avg Current Liab,0.25,0.36,0.29,0.26,0.26,0.31,0.28,0.22,0.50,0.44
Common Equity/Total Assets,31.52,31.90,36.27,36.33,35.21,38.12,38.03,38.97,37.27,36.39
Long-Term Debt/Equity (%),43.86,65.61,49.05,43.31,54.44,54.08,46.45,54.71,46.65,44.64
Long-Term Debt/Capital (%),31.99,37.52,30.32,28.89,36.21,33.02,29.01,32.94,35.00,34.85
Long-Term Debt/Total Assets (%),14.86,19.19,16.56,15.72,20.04,19.69,17.07,20.77,20.09,19.49
Total Debt/Equity (%),44.05,65.80,54.33,49.82,54.68,59.05,56.61,63.42,46.74,44.73
Total Debt/Capital (%),32.12,37.63,33.58,33.23,36.38,36.06,35.36,38.18,35.07,34.92
Total Debt/Total Assets (%),14.92,19.25,18.34,18.08,20.13,21.49,20.80,24.07,20.12,19.53
CFO/Total Liabilities,9.50,11.72,11.23,10.10,10.11,12.22,10.69,8.05,17.74,16.23
CFO/CapEx,1.83,2.82,2.60,2.22,2.32,3.01,3.00,2.43,4.26,4.21
Altman's Z-Score,6.14,6.20,6.11,6.15,6.51,6.64,2.89,2.70,3.19,2.99
