,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,282,277,274,270,262,236,228,226,217,206
Diluted Weighted Avg Shares,284,282,279,272,269,253,228,229,227,215
Basic Weighted Avg Shares,282,277,274,270,262,253,228,229,224,213
Revenue per Share,42.91,50.17,48.95,51.01,54.29,55.17,59.78,50.98,55.25,60.47
EBITDA per Share,44.29,51.83,50.63,52.63,56.00,56.90,6.53,3.95,5.60,6.01
Operating Income per Share,42.91,50.17,48.95,51.01,54.29,55.17,4.70,2.24,3.86,4.15
"Basic EPS, GAAP",1.77,2.17,2.54,3.56,1.17,4.83,3.57,1.35,3.33,4.05
Basic EPS from Cont Ops,1.77,2.19,2.55,3.12,1.17,4.83,3.57,1.35,3.33,4.05
"Diluted EPS, GAAP",1.75,2.13,2.50,3.53,1.14,4.83,3.57,1.35,3.29,4.01
Diluted EPS from Cont Ops,1.75,2.15,2.50,3.10,1.14,4.83,3.57,1.35,3.30,4.01
Dividend per Share,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Cash Flow per Share,2.88,4.38,3.99,3.66,3.75,4.38,4.46,3.36,7.14,7.00
Free Cash Flow per Basic Share,1.31,2.83,2.46,2.01,2.13,2.92,2.97,1.98,5.46,5.34
Cash & Equivalents per Share,4.12,2.64,3.45,4.21,4.13,4.19,5.18,9.48,8.86,9.52
Book Value per Share,14.46,16.84,19.45,20.64,20.65,23.08,25.05,26.51,27.19,28.75
Tangible Book Value per Share,9.39,8.12,10.72,12.80,12.55,12.62,14.77,16.29,21.51,23.42
