,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1931,2811,2697,2777,3088,3066,3124,3707,3185,3182
ST Debt,8,8,262,363,14,258,561,509,6,7
LT Debt,1923,2803,2435,2414,3074,2808,2563,3198,3179,3175
Total Debt/EBITDA,0.15,0.20,0.19,0.20,0.21,0.21,2.10,4.11,2.54,2.49
Net Debt/EBITDA,0.06,0.15,0.13,0.12,0.14,0.14,1.31,1.73,1.01,0.95
Total Debt/EBIT,0.16,0.20,0.20,0.20,0.22,0.22,2.91,7.24,3.69,3.60
Net Debt/EBIT,0.06,0.15,0.13,0.12,0.14,0.15,1.81,3.05,1.46,1.38
EBITDA to Interest Expense,72.21,75.06,82.15,81.75,84.17,86.80,8.70,5.44,8.83,11.96
EBITDA-CapEx/Interest Expense,69.65,72.82,79.67,79.19,81.74,84.58,6.72,3.53,6.19,8.65
EBIT to Interest Expense,69.97,72.66,79.43,79.24,81.60,84.17,6.27,3.08,6.08,8.25
Interest Expense,173,191,169,174,174,166,171,166,142,107
Common Equity/Total Assets,31.52,31.90,36.27,36.33,35.21,38.12,38.03,38.97,37.27,36.39
Long-Term Debt/Equity (%),43.86,65.61,49.05,43.31,54.44,54.08,46.45,54.71,46.65,44.64
Long-Term Debt/Capital (%),31.99,37.52,30.32,28.89,36.21,33.02,29.01,32.94,35.00,34.85
Long-Term Debt/Total Assets (%),14.86,19.19,16.56,15.72,20.04,19.69,17.07,20.77,20.09,19.49
Total Debt/Equity (%),44.05,65.80,54.33,49.82,54.68,59.05,56.61,63.42,46.74,44.73
Total Debt/Capital (%),32.12,37.63,33.58,33.23,36.38,36.06,35.36,38.18,35.07,34.92
Total Debt/Total Assets (%),14.92,19.25,18.34,18.08,20.13,21.49,20.80,24.07,20.12,19.53
Net Debt to Equity,17.52,48.69,35.27,29.42,35.58,40.04,35.21,26.71,18.53,17.14
Net Debt/Capital (%),15.84,30.87,24.71,22.71,27.11,27.66,25.39,20.64,17.64,17.05
EBITDA,12493,14337,13884,14225,14645,14409,1488,903,1254,1280
EBITDA-CapEx,12049,13908,13464,13779,14222,14040,1149,586,879,926
Operating Income (Loss),12104,13878,13423,13788,14198,13972,1072,512,864,883
