,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,325,306,281,269,263,240,219,222,220,214
Diluted Weighted Avg Shares,348,321,297,281,276,259,233,226,229,220
Basic Weighted Avg Shares,340,316,294,275,268,254,230,222,223,217
Revenue per Share,18.59,19.41,18.86,20.07,22.06,24.20,23.53,25.87,28.33,29.32
EBITDA per Share,3.40,3.24,2.35,3.39,4.12,5.43,4.87,5.14,6.26,6.48
Operating Income per Share,2.42,2.27,1.40,2.57,3.38,4.66,4.03,4.20,5.39,5.34
"Basic EPS, GAAP",1.87,1.77,0.78,1.85,0.28,4.60,3.56,3.29,4.20,5.87
Basic EPS from Cont Ops,1.87,1.77,0.78,1.85,0.28,4.60,3.56,3.29,4.20,5.87
"Diluted EPS, GAAP",1.83,1.75,0.77,1.81,0.28,4.51,3.52,3.23,4.09,5.79
Diluted EPS from Cont Ops,1.83,1.75,0.77,1.81,0.28,4.51,3.52,3.23,4.09,5.79
Dividend per Share,0.59,0.66,0.71,0.76,0.80,1.59,1.91,1.92,2.00,1.99
Cash Flow per Share,3.97,4.02,3.31,3.59,5.51,5.28,4.61,6.00,5.43,5.10
Free Cash Flow per Basic Share,3.32,3.46,2.77,2.95,4.97,4.60,4.07,5.27,4.42,4.00
Cash & Equivalents per Share,23.78,28.52,27.54,27.50,29.81,22.80,14.18,21.00,18.89,14.35
Book Value per Share,11.67,11.33,10.25,10.48,7.03,4.54,1.11,4.04,4.01,5.66
Tangible Book Value per Share,8.25,7.50,3.65,3.59,0.89,-2.88,-7.21,-6.55,-7.50,-8.33
