,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,7878,12372,9043,13757,21589,15671,22341,27967,22203,18839
- Cash & Cash Equivalents,2678,2432,1976,2240,1101,1980,2229,5494,2936,1874
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,3,5,0,0,0,0,0,0,0,0
+ Total Debt,1657,1621,1734,1365,1355,1388,4069,4082,3938,3978
Enterprise Value,6637,10110,7496,11201,19811,15079,24181,26555,23205,20943
Total Capital,4854,5802,5896,5795,4653,4400,7253,8341,6629,6430
Total Debt/Capital (%),34.14,27.94,29.41,23.55,29.12,31.55,56.10,48.94,59.41,61.87
Total Debt / EV,0.25,0.16,0.23,0.12,0.07,0.09,0.17,0.15,0.17,0.19
EV/Sales,0.16,0.25,0.19,0.28,0.47,0.35,0.55,0.56,0.45,0.45
EV/EBITDA,3.29,4.79,3.36,4.40,7.81,5.55,8.45,7.62,5.99,7.32
EV/EBIT,5.11,6.95,4.77,5.92,10.69,7.75,11.80,10.04,7.72,10.78
EV/Cash Flow to Firm,5.73,5.02,5.47,4.32,9.08,6.12,9.25,5.35,7.09,11.31
EV/Free Cash Flow to Firm,3.89,3.92,3.71,3.53,6.90,4.59,7.20,4.68,5.79,7.53
Diluted Market Cap,7897,12447,9795,14265,23429,16597,23352,28620,24342,19496
Diluted Enterprise Value,6879,11641,9553,13390,23683,16005,25192,27208,25344,21600
EV per Share,19.14,28.76,23.15,36.00,70.01,56.75,94.27,103.33,102.05,96.03
TTM Sales,42410,40339,39528,39403,42151,42879,43638,47262,51761,46298
TTM EBITDA,2015,2111,2230,2547,2536,2716,2862,3484,3874,2860
TTM Operating Income,1299,1455,1573,1893,1853,1946,2050,2645,3005,1942
TTM Cash Flow to Firm,1157,2016,1371,2593,2182,2465,2614,4966,3272,1852
TTM Free Cash Flow to Firm,1704,2577,2020,3175,2870,3284,3357,5679,4009,2782
