,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,21.93,26.46,81.41,29.70,35.90,42.85,46.69,43.44,69.39,61.82
Price/Earnings Average,21.17,23.49,72.13,26.60,31.71,35.70,38.83,38.90,50.84,69.60
Price/Earnings High,23.68,26.54,84.08,31.30,38.06,46.39,47.59,44.99,69.70,97.15
Price/Earnings Low,19.23,19.54,60.02,21.31,27.32,28.24,30.49,26.83,38.68,45.99
Price/Book Value,3.60,3.99,4.87,4.28,4.75,6.47,7.56,7.31,11.77,9.47
Price/Book Value Average,3.48,3.54,4.31,3.83,4.20,5.39,6.29,6.54,8.63,10.66
Price/Book Value High,3.89,4.00,5.03,4.51,5.04,7.00,7.70,7.57,11.83,14.88
Price/Book Value Low,3.16,2.94,3.59,3.07,3.62,4.26,4.94,4.51,6.56,7.04
Price/Tangible Book Value,8.88,19.23,29.99,-173.45,937.27,76.86,35.66,23.23,144.23,-29.52
Price/Tangible Book Value Average,8.58,17.07,26.58,-155.34,827.99,64.04,29.66,20.80,105.67,-33.24
Price/Tangible Book Value High,9.59,19.29,30.98,-182.79,993.72,83.22,36.34,24.06,144.87,-46.40
Price/Tangible Book Value Low,7.79,14.20,22.11,-124.44,713.24,50.66,23.29,14.35,80.38,-21.96
Price/Sales,4.51,5.27,7.09,6.20,6.73,8.70,10.72,10.33,14.85,10.04
Price/Sales Average,4.36,4.68,6.28,5.55,5.95,7.25,8.91,9.25,10.88,11.30
Price/Sales High,4.87,5.28,7.32,6.53,7.14,9.42,10.92,10.70,14.92,15.77
Price/Sales Low,3.95,3.89,5.23,4.44,5.12,5.73,7.00,6.38,8.28,7.47
Price/Cash Flow,13.77,16.33,19.76,20.76,21.80,24.57,31.28,32.86,44.03,32.84
Price/Cash Flow Average,13.30,14.49,17.50,18.59,19.26,20.47,26.01,29.42,32.26,36.98
Price/Cash Flow High,14.87,16.37,20.40,21.87,23.11,26.60,31.88,34.03,44.22,51.61
Price/Cash Flow Low,12.08,12.05,14.57,14.89,16.59,16.19,20.43,20.29,24.54,24.43
Price/Free Cash Flow,12.19,14.57,17.13,15.30,19.36,23.66,29.78,31.45,42.87,31.46
Price/Free Cash Flow Average,11.77,12.94,15.18,13.70,17.10,19.71,24.76,28.16,31.41,35.42
Price/Free Cash Flow High,13.16,14.62,17.70,16.12,20.52,25.62,30.35,32.57,43.06,49.44
Price/Free Cash Flow Low,10.68,10.76,12.63,10.97,14.73,15.59,19.45,19.42,23.89,23.40
EV/Sales,4.27,4.95,6.72,6.08,6.64,8.57,10.38,9.91,14.89,10.43
EV/Sales Average,4.27,4.60,6.13,5.54,5.91,7.15,8.67,8.90,11.00,11.74
EV/Sales High,4.79,5.21,7.16,6.50,7.09,9.34,10.68,10.36,15.09,16.25
EV/Sales Low,3.87,3.81,5.09,4.45,5.09,5.62,6.76,6.03,8.37,7.88
EV/EBITDA,12.16,14.93,25.22,19.28,21.09,29.22,33.89,31.78,50.09,40.03
EV/EBITDA Average,12.16,13.86,23.02,17.56,18.76,24.37,28.29,28.56,37.03,45.06
EV/EBITDA High,13.64,15.69,26.88,20.62,22.52,31.85,34.85,33.22,50.78,62.34
EV/EBITDA Low,11.01,11.49,19.11,14.12,16.16,19.16,22.04,19.33,28.16,30.25
EV/EBIT,14.44,17.19,31.79,22.98,24.65,34.16,38.00,34.97,57.37,51.65
EV/EBIT Average,14.45,15.96,29.02,20.93,21.93,28.49,31.73,31.42,42.40,58.13
EV/EBIT High,16.20,18.07,33.88,24.58,26.33,37.23,39.08,36.55,58.15,80.42
EV/EBIT Low,13.08,13.23,24.09,16.82,18.89,22.39,24.72,21.26,32.25,39.03
Last Price,63.34,83.29,105.74,110.99,135.64,202.68,279.62,303.94,529.97,456.17
High Price,68.41,83.54,109.21,116.97,143.81,219.46,284.97,314.73,532.33,716.86
Low Price,55.54,61.50,77.96,79.63,103.22,133.60,182.61,187.68,295.37,339.36
Enterprise Value,17809,22318,28168,28539,34390,51138,70448,76093,143416,132784
Enterprise Value Average,17811,20714,25709,25994,30594,42651,58820,68378,106008,149450
Enterprise Value High,19979,23455,30020,30523,36727,55730,72463,79525,145369,206766
Enterprise Value Low,16124,17174,21342,20895,26349,33525,45831,46271,80623,100336
