,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,300,285,278,258,256,259,260,262,273,282
Diluted Weighted Avg Shares,303,291,286,265,261,261,264,264,273,284
Basic Weighted Avg Shares,297,285,281,262,257,256,260,261,270,280
Revenue per Share,14.04,15.81,14.92,17.92,20.14,23.30,26.09,29.42,35.68,45.45
EBITDA per Share,4.93,5.25,3.98,5.65,6.35,6.84,8.00,9.17,10.60,11.85
Operating Income per Share,4.15,4.55,3.15,4.74,5.43,5.85,7.13,8.34,9.26,9.18
"Basic EPS, GAAP",2.89,3.15,1.30,3.74,3.78,4.73,5.99,7.00,7.64,7.38
Basic EPS from Cont Ops,2.77,2.99,1.47,3.08,3.78,4.73,5.99,7.00,7.64,7.38
"Diluted EPS, GAAP",2.83,3.08,1.28,3.69,3.72,4.64,5.90,6.92,7.55,7.27
Diluted EPS from Cont Ops,2.72,2.92,1.44,3.04,3.72,4.64,5.90,6.92,7.55,7.27
Dividend per Share,0.68,0.77,1.01,1.21,1.37,1.59,1.93,2.15,2.39,2.76
Cash Flow per Share,4.60,5.10,5.35,5.35,6.22,8.25,8.94,9.25,12.04,13.89
Free Cash Flow per Basic Share,3.90,4.37,4.42,3.35,5.33,7.77,8.34,8.72,11.57,13.07
Cash & Equivalents per Share,5.55,6.72,6.11,4.19,3.04,6.64,10.53,26.94,14.16,11.64
Book Value per Share,17.58,20.89,21.71,25.95,28.55,31.34,36.99,41.60,45.01,48.18
Tangible Book Value per Share,7.13,4.33,3.53,-0.64,0.14,2.64,7.84,13.08,3.67,-15.45
