,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),21.09,18.02,15.15,13.79,11.85,16.01,14.35,12.09,11.27,11.58
Return on Assets (%),9.21,9.27,9.18,9.61,9.03,13.51,11.14,8.05,7.41,8.05
Return on Capital (%),20.54,17.95,15.16,13.80,11.84,16.01,13.38,10.47,9.68,10.32
Return on Invested Capital (%),11.78,11.61,11.35,11.94,11.50,16.76,13.40,9.75,8.85,9.87
Gross Margin (%),82.97,83.61,84.38,85.14,86.29,87.95,89.03,86.60,86.47,87.87
EBITDA Margin (%),46.74,45.87,45.75,45.10,41.85,41.42,39.19,35.84,32.52,34.24
Operating Margin (%),37.37,37.12,37.52,38.06,35.67,36.84,33.98,29.52,26.92,28.69
Incremental Operating Margin (%),43.66,34.23,92.53,49.36,13.57,43.27,17.31,-11.30,7.50,49.98
Pretax Margin (%),37.44,37.19,37.84,38.48,36.13,37.65,34.47,29.38,27.03,27.85
Profit Margin (%),28.48,27.21,26.79,26.87,23.67,32.42,29.77,25.81,23.84,25.35
Net Income to Common Margin (%),28.48,27.21,26.79,26.87,23.67,32.42,29.77,25.81,23.84,25.35
Effective Tax Rate (%),23.93,26.84,29.22,30.15,34.48,13.90,13.64,12.16,11.78,8.97
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),21.09,18.02,15.15,13.79,11.85,16.01,14.35,12.09,11.27,11.58
