,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7997,7514,8260,7925,12426,11959,22017,31367,35326,21006
- Cash & Cash Equivalents,742,788,784,822,882,777,872,913,668,614
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,18,0,0,0,0,0,499,798,754,754
Enterprise Value,7272,6726,7476,7102,11544,11182,21643,31252,35412,21145
Total Capital,1304,1540,1793,2059,2318,2920,3870,4604,5014,5537
Total Debt/Capital (%),1.39,0,0,0,0,0,12.88,17.34,15.03,13.61
Total Debt / EV,0.00,0,0,0,0,0,0.02,0.03,0.02,0.04
EV/Sales,8.44,7.19,7.93,7.19,10.54,8.64,14.28,18.59,18.57,10.24
EV/EBITDA,18.06,15.66,17.33,15.93,25.18,20.87,36.43,51.86,57.10,29.90
EV/EBIT,22.59,19.36,21.14,18.88,29.54,23.46,42.02,62.96,68.99,35.68
EV/Cash Flow to Firm,21.78,17.43,20.33,19.90,26.82,22.99,43.03,56.11,63.19,32.45
EV/Free Cash Flow to Firm,20.05,16.33,19.47,19.23,25.68,22.00,39.50,52.76,60.69,31.28
Diluted Market Cap,8241,7798,8576,8229,12819,12285,22066,31626,35741,21137
Diluted Enterprise Value,7517,7010,7791,7406,11937,11508,21692,31512,35827,21276
EV per Share,78.77,74.10,84.82,82.89,137.12,133.70,252.44,360.99,406.66,243.19
TTM Sales,861,936,943,988,1095,1294,1516,1681,1907,2066
TTM EBITDA,403,429,431,446,458,536,594,603,620,707
TTM Operating Income,322,347,354,376,391,477,515,496,513,593
TTM Cash Flow to Firm,334,386,368,357,430,486,503,557,560,652
TTM Free Cash Flow to Firm,363,412,384,369,450,508,548,592,583,676
