,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,17.80,19.18,18.96,16.19,18.47,19.23,23.52,18.19,19.95,21.70
Price/Earnings Average,17.10,17.40,18.40,18.01,13.94,17.05,21.01,17.85,20.99,22.03
Price/Earnings High,19.82,20.53,20.57,21.78,18.75,19.76,25.01,21.05,23.45,24.44
Price/Earnings Low,13.65,15.16,15.09,14.95,11.69,14.27,16.29,11.68,16.94,17.08
Price/Book Value,7.46,7.63,9.45,8.78,9.55,9.44,11.69,14.57,17.57,27.61
Price/Book Value Average,7.16,6.92,9.18,9.77,7.21,8.37,10.44,14.30,18.48,28.02
Price/Book Value High,8.30,8.16,10.25,11.81,9.69,9.70,12.43,16.86,20.65,31.09
Price/Book Value Low,5.72,6.03,7.53,8.11,6.04,7.01,8.10,9.36,14.92,21.73
Price/Tangible Book Value,-124.37,120.00,-133.08,-149.04,47.74,34.05,33.98,41.73,64.95,14650.41
Price/Tangible Book Value Average,-119.48,108.86,-129.16,-165.77,36.03,30.20,30.36,40.96,68.32,14867.99
Price/Tangible Book Value High,-138.52,128.44,-144.35,-200.54,48.47,34.99,36.14,48.31,76.33,16494.84
Price/Tangible Book Value Low,-95.42,94.84,-105.93,-137.65,30.21,25.27,23.54,26.81,55.15,11527.70
Price/Sales,1.04,1.08,1.08,0.92,1.21,1.19,1.45,1.43,1.40,1.39
Price/Sales Average,1.00,0.98,1.05,1.02,0.91,1.06,1.30,1.40,1.47,1.41
Price/Sales High,1.16,1.16,1.18,1.24,1.23,1.23,1.54,1.66,1.64,1.56
Price/Sales Low,0.80,0.85,0.86,0.85,0.77,0.89,1.01,0.92,1.19,1.09
Price/Cash Flow,15.04,15.54,16.03,12.62,15.78,14.26,18.00,12.46,16.70,26.42
Price/Cash Flow Average,14.45,14.10,15.56,14.04,11.91,12.65,16.08,12.23,17.57,26.81
Price/Cash Flow High,16.75,16.63,17.39,16.98,16.02,14.65,19.14,14.42,19.63,29.75
Price/Cash Flow Low,11.54,12.28,12.76,11.66,9.98,10.58,12.47,8.00,14.18,20.79
Price/Free Cash Flow,10.45,12.14,11.77,9.39,11.64,10.66,13.40,9.92,12.24,14.87
Price/Free Cash Flow Average,10.04,11.01,11.42,10.44,8.78,9.45,11.97,9.74,12.88,15.09
Price/Free Cash Flow High,11.64,12.99,12.77,12.63,11.81,10.95,14.25,11.49,14.39,16.74
Price/Free Cash Flow Low,8.02,9.59,9.37,8.67,7.37,7.91,9.28,6.37,10.39,11.70
EV/Sales,1.16,1.19,1.19,1.04,1.31,1.27,1.84,1.75,1.78,1.80
EV/Sales Average,1.12,1.09,1.16,1.14,1.02,1.14,1.69,1.72,1.85,1.82
EV/Sales High,1.27,1.27,1.28,1.35,1.33,1.30,1.93,1.97,2.02,1.97
EV/Sales Low,0.92,0.96,0.98,0.97,0.87,0.97,1.40,1.25,1.57,1.52
EV/EBITDA,9.78,10.66,10.61,9.35,12.75,12.66,18.17,14.31,15.77,16.85
EV/EBITDA Average,9.44,9.77,10.34,10.26,9.90,11.34,16.67,14.10,16.40,17.04
EV/EBITDA High,10.76,11.34,11.41,12.15,12.93,12.98,19.07,16.09,17.90,18.44
EV/EBITDA Low,7.76,8.64,8.70,8.73,8.49,9.66,13.84,10.25,13.93,14.17
EV/EBIT,11.65,12.72,12.54,11.07,15.31,15.38,22.16,16.62,18.91,20.52
EV/EBIT Average,11.25,11.66,12.21,12.15,11.89,13.78,20.32,16.37,19.67,20.75
EV/EBIT High,12.82,13.53,13.48,14.39,15.53,15.77,23.25,18.69,21.47,22.45
EV/EBIT Low,9.25,10.31,10.28,10.33,10.19,11.73,16.88,11.90,16.71,17.26
Last Price,56.50,67.06,75.06,72.00,104.23,115.28,156.99,194.61,204.33,232.89
High Price,62.93,71.78,81.42,96.88,105.82,118.45,166.98,225.25,240.14,262.21
Low Price,43.35,53.00,59.75,66.50,65.97,85.54,108.74,125.00,173.50,183.25
Enterprise Value,20227,22510,24332,22839,30749,32546,51008,59073,60901,68307
Enterprise Value Average,19524,20620,23699,25064,23880,29158,46787,58204,63339,69065
Enterprise Value High,22266,23942,26155,29686,31176,33368,53524,66451,69138,74731
Enterprise Value Low,16058,18243,19943,21325,20467,24828,38852,42312,53809,57431
