,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.33,0.37,0.57,0.58,0.53,0.28,0.20,0.36,0.24,0.28
Current Ratio,1.47,1.66,2.06,2.02,1.74,1.65,1.44,1.71,1.26,1.38
Quick Ratio,1.00,0.97,1.22,1.29,1.15,0.96,0.87,1.01,0.86,0.96
CFO/Avg Current Liab,0.44,0.37,0.65,0.62,0.57,0.40,0.03,0.09,0.03,0.04
Common Equity/Total Assets,40.15,48.41,56.82,57.12,58.23,61.91,59.37,55.94,48.87,62.73
Long-Term Debt/Equity (%),31.39,27.21,33.95,37.82,38.21,39.03,46.49,78.93,9.58,8.43
Long-Term Debt/Capital (%),24.06,19.93,21.71,22.40,22.44,21.52,23.21,32.51,5.35,4.91
Long-Term Debt/Total Assets (%),13.25,12.69,16.35,17.08,17.44,17.69,18.82,28.66,3.05,3.52
Total Debt/Equity (%),32.91,30.06,34.55,38.37,38.74,40.07,50.28,84.29,18.15,14.00
Total Debt/Capital (%),25.22,22.02,22.09,22.73,22.76,22.10,25.10,34.72,10.13,8.16
Total Debt/Total Assets (%),13.89,14.02,16.64,17.33,17.69,18.16,20.35,30.61,5.78,5.85
CFO/Total Liabilities,20.37,17.45,24.41,19.04,20.11,15.94,1.01,3.17,1.15,1.86
CFO/CapEx,2.62,1.97,3.47,3.77,3.98,13.66,105.00,0.57,0.26,0.39
Altman's Z-Score,4.50,4.80,4.35,3.66,4.01,4.38,3.97,2.54,3.37,5.59
