,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6564,6386,7377,8001,8872,9109,10962,15847,3345,3566
ST Debt,303,606,127,115,122,238,825,1008,1579,1420
LT Debt,6261,5780,7250,7886,8750,8871,10137,14839,1766,2146
Total Debt/EBITDA,1.16,0.84,0.90,1.45,1.59,1.37,1.80,20.53,0.74,0.20
Net Debt/EBITDA,0.40,0.36,0.40,0.58,0.54,0.92,1.16,14.72,1.73,0.24
Total Debt/EBIT,1.66,1.08,1.16,2.21,2.47,1.99,2.86,-10.04,1.57,0.23
Net Debt/EBIT,0.57,0.46,0.51,0.88,0.84,1.34,1.85,-7.20,3.68,0.28
EBITDA to Interest Expense,15.57,19.12,18.94,12.38,11.93,14.13,13.42,1.37,7.52,32.43
EBITDA-CapEx/Interest Expense,9.76,13.70,15.20,9.52,8.99,13.45,13.41,-1.80,4.76,29.44
EBIT to Interest Expense,10.86,14.87,14.68,8.13,7.69,9.73,8.45,-2.80,3.53,28.03
Interest Expense,365,397,433,446,468,470,454,563,603,562
Common Equity/Total Assets,40.15,48.41,56.82,57.12,58.23,61.91,59.37,55.94,48.87,62.73
Long-Term Debt/Equity (%),31.39,27.21,33.95,37.82,38.21,39.03,46.49,78.93,9.58,8.43
Long-Term Debt/Capital (%),24.06,19.93,21.71,22.40,22.44,21.52,23.21,32.51,5.35,4.91
Long-Term Debt/Total Assets (%),13.25,12.69,16.35,17.08,17.44,17.69,18.82,28.66,3.05,3.52
Total Debt/Equity (%),32.91,30.06,34.55,38.37,38.74,40.07,50.28,84.29,18.15,14.00
Total Debt/Capital (%),25.22,22.02,22.09,22.73,22.76,22.10,25.10,34.72,10.13,8.16
Total Debt/Total Assets (%),13.89,14.02,16.64,17.33,17.69,18.16,20.35,30.61,5.78,5.85
Net Debt to Equity,11.39,12.70,15.28,15.27,13.20,26.95,32.51,60.44,42.47,17.19
Net Debt/Capital (%),10.45,10.65,11.14,10.48,9.12,16.02,17.25,26.84,27.09,11.27
EBITDA,5683,7592,8200,5522,5585,6641,6091,772,4535,18224
EBITDA-CapEx,3562,5439,6582,4244,4206,6321,6088,-1016,2870,16543
Operating Income (Loss),3963,5902,6358,3628,3599,4572,3836,-1579,2130,15751
