,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,536,514,473,450,434,418,409,408,409,372
Diluted Weighted Avg Shares,548,530,500,464,444,428,414,407,407,396
Basic Weighted Avg Shares,542,526,497,461,442,426,413,407,407,395
Revenue per Share,254.75,248.75,176.67,164.12,212.62,274.73,262.29,159.49,280.04,446.54
EBITDA per Share,10.49,14.43,16.50,11.98,12.64,15.59,14.75,1.90,11.14,46.14
Operating Income per Share,7.31,11.22,12.79,7.87,8.14,10.73,9.29,-3.88,5.23,39.88
"Basic EPS, GAAP",5.02,6.90,8.03,4.97,9.20,7.33,5.86,-3.49,2.29,29.18
Basic EPS from Cont Ops,5.03,7.18,8.25,5.24,9.40,7.87,6.74,-2.72,3.16,30.07
"Diluted EPS, GAAP",4.96,6.85,7.98,4.93,9.16,7.29,5.85,-3.49,2.29,29.11
Diluted EPS from Cont Ops,4.98,7.12,8.20,5.21,9.36,7.83,6.72,-2.72,3.16,30.00
Dividend per Share,0.85,1.08,1.71,2.41,2.81,3.21,3.61,3.93,3.94,3.95
Cash Flow per Share,10.27,8.06,11.29,10.46,12.40,10.26,0.76,2.50,1.08,1.67
Free Cash Flow per Basic Share,6.35,3.97,8.03,7.68,9.28,9.51,0.76,-1.89,-3.01,-2.58
Cash & Equivalents per Share,8.01,7.17,8.70,10.70,13.48,7.14,6.31,8.11,10.07,13.07
Book Value per Share,35.43,42.88,53.26,58.61,67.31,74.36,78.14,70.91,69.13,102.80
Tangible Book Value per Share,36.95,41.01,44.81,46.02,52.45,53.08,51.94,44.79,43.87,67.20
