,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,207,661,790,767,174,287,-1291,1165,2167,1678
+ Depreciation & Amortization,568,607,545,547,609,622,548,435,424,408
+ Non-Cash Items,375,96,-149,159,227,464,1680,-166,-84,-39
+ Stock-Based Compensation,53,49,46,44,29,46,39,71,61,65
+ Deferred Income Taxes,460,-45,16,126,-23,6,-24,71,-272,-119
+ Asset Impairment Charge,35,130,57,87,52,18,1825,10,226,162
+ Other Non-Cash Adj,-173,-38,-268,-98,169,394,-160,-318,-99,-147
+ Chg in Non-Cash Work Cap,1075,35,-576,431,-4,-2637,-1751,-4970,-5401,-7596
+ (Inc) Dec in Accts Receiv,148,-28,-206,-131,95,-110,-239,-255,-536,-206
+ (Inc) Dec in Inventories,238,-110,342,-269,-130,-1107,504,-2298,-1272,-269
+ (Inc) Dec in Prepaid Assets,-216,21,-399,38,172,41,-100,-162,-48,-14
+ Inc (Dec) in Accts Payable,436,176,-99,560,50,336,-473,155,1601,67
+ Inc (Dec) in Other,469,-24,-214,233,-191,-1797,-1443,-2410,-5146,-7174
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,2225,1399,610,1904,1006,-1264,-814,-3536,-2894,-5549
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,11,22,13,27,16,1,703,0,0,0
+ Disp of Fixed Prod Assets,11,22,13,27,16,1,703,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-1042,-839,-649,-784,-662,-493,-524,-365,-399,-555
+ Acq of Fixed Prod Assets,-1042,-839,-649,-784,-662,-493,-524,-365,-399,-555
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,66,86,60,249,17,-20,7,33,-171,-130
+ Dec in LT Investment,134,282,295,802,961,1164,393,370,171,326
+ Inc in LT Investment,-68,-196,-235,-553,-944,-1184,-386,-337,-342,-456
+ Net Cash From Acq & Div,442,-39,-514,-74,-479,-984,-20,180,601,453
+ Cash from Divestitures,797,0,0,0,16,1,19,194,647,508
+ Cash for Acq of Subs,-355,-39,-514,-74,-495,-985,-39,-14,-46,-55
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,94,85,288,-344,-54,1906,1317,1965,5082,6731
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-429,-685,-802,-926,-1162,410,1483,1813,5113,6499
+ Dividends Paid,-204,-230,-249,-282,-297,-313,-317,-316,-323,-349
+ Net Cash From Debt,-1318,-591,882,61,86,956,-438,2202,-1097,-708
+ Cash From Debt,9052,13877,10067,10824,9320,11471,5570,36177,30601,35861
+ Repayments of Debt,-10370,-14468,-9185,-10763,-9234,-10515,-6008,-33975,-31698,-36569
+ Cash (Repurchase) of Equity,43,-226,-275,-200,0,0,0,-100,-100,-200
+ Increase in Capital Stock,43,74,25,0,0,0,0,0,0,0
+ Decrease in Capital Stock,0,-300,-300,-200,0,0,0,-100,-100,-200
+ Other Financing Activities,-86,-11,2,-67,31,-12,10,-23,-112,488
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-1565,-1058,360,-488,-180,631,-745,1763,-1632,-769
Effect of Foreign Exchange Rates,-60,-36,-119,33,3,11,5,19,-63,66
Net Changes in Cash,231,-344,168,490,-336,-223,-76,40,587,181
EBITDA,1769,1649,1803,1671,928,1465,-261,1862,2553,2721
EBITDA Margin (%),2.88,2.85,4.15,3.89,2.03,3.20,-0.63,4.50,4.32,4.05
Net Cash Paid for Acquisitions,-442,39,514,74,479,984,20,-180,-601,-453
Free Cash Flow,1183,560,-39,1120,344,-1757,-1338,-3901,-3293,-6104
Free Cash Flow to Firm,1222,752,146,1302,543,-1551,0,-3683,-3088,-5777
Free Cash Flow to Equity,-200,-57,803,1172,412,-834,-1107,-1733,-4424,-7502
Free Cash Flow per Basic Share,8.04,3.84,-0.27,8.01,2.45,-12.46,-9.46,-27.73,-23.35,-40.72
Price/Free Cash Flow,3.72,6.05,8.30,3.98,5.68,-9.74,-27.88,-3.08,-5.62,-3.06
Cash Flow to Net Income,7.27,2.12,0.77,2.56,6.29,-4.73,0.64,-3.09,-1.39,-3.45
