,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,7284,8065,9043,9766,10410,10772,11378,11559,12642,13399
+ Sales & Services Revenue,7284,8065,9043,9766,10410,10772,11378,11559,12642,13399
- Cost of Revenue,821,896,974,1031,1105,1169,1251,1288,1427,1474
+ Cost of Goods & Services,821,896,974,1031,1105,1169,1251,1288,1427,1474
Gross Profit,6463,7170,8069,8735,9305,9604,10127,10271,11215,11925
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,5508,6098,6826,7459,8025,8428,8911,8912,9852,10921
"+ Selling, General & Admin",3702,3939,4307,4683,5084,5361,5697,5729,6283,6894
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,1806,2159,2518,2776,2941,3068,3214,3183,3569,4028
Operating Income (Loss),954,1072,1244,1276,1280,1175,1216,1358,1363,1004
- Non-Operating (Income) Loss,85,142,98,120,145,141,150,106,70,137
"+ Interest Expense, Net",105,133,113,125,145,153,162,103,82,127
+ Interest Expense,111,134,113,125,145,155,163,106,84,127
- Interest Income,6,1,0,0,0,2,0,3,2,0
+ Other Non-Op (Income) Loss,-20,9,-16,-5,0,-13,-13,3,-12,11
Pretax Income,869,930,1146,1156,1135,1035,1066,1252,1293,866
- Income Tax Expense (Benefit),315,325,395,409,364,237,239,299,306,209
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,554,605,751,747,771,798,828,953,988,657
- Net Extraordinary Losses (Gains),87,119,140,90,38,36,25,18,-8,-37
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,87,119,140,90,38,36,25,18,-8,-37
Income (Loss) Incl. MI,467,486,610,658,733,762,802,935,996,694
- Minority Interest,-43,-60,-70,-45,-19,-18,-13,-9,4,19
"Net Income, GAAP",511,545,681,702,752,780,815,944,992,676
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",511,545,681,702,752,780,815,944,992,676
Basic Weighted Avg Shares,98,99,99,97,96,93,89,85,83,73
"Basic EPS, GAAP",5.21,5.52,6.89,7.23,7.87,8.36,9.18,11.10,12.02,9.24
Basic EPS from Cont Ops,5.65,6.12,7.60,7.69,8.06,8.55,9.32,11.20,11.97,8.99
Diluted Weighted Avg Shares,99,101,101,98,96,94,89,86,84,74
"Diluted EPS, GAAP",5.14,5.42,6.76,7.14,7.81,8.32,9.15,11.03,11.85,9.15
Diluted EPS from Cont Ops,5.58,6.02,7.46,7.59,8.01,8.51,9.29,11.13,11.80,8.90
EBITDA,1292,1447,1642,1693,1728,1628,1706,1869,1896,1585
EBITDA Margin (%),17.74,17.94,18.16,17.33,16.60,15.12,15.00,16.17,15.00,11.83
EBITA,954,1072,1244,1276,1280,1175,1216,1358,1363,1004
EBIT,954,1072,1244,1276,1280,1175,1216,1358,1363,1004
Gross Margin (%),88.73,88.89,89.23,89.44,89.38,89.15,89.00,88.86,88.71,89.00
Operating Margin (%),13.10,13.29,13.75,13.07,12.30,10.91,10.69,11.75,10.78,7.49
Profit Margin (%),7.01,6.76,7.53,7.19,7.23,7.24,7.16,8.17,7.84,5.04
Sales per Employee,110194,117399,121226,120385,135899,123677,125866,129875,141411,142850
Dividend per Share,0.20,0.30,0.40,0.40,0.40,0.40,0.60,0.20,0.80,0.80
Depreciation Expense,337,376,399,417,448,453,490,510,533,582
