,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,17.44,19.53,14.29,13.60,11.74,13.07,19.84,23.95,12.97,19.23
Price/Earnings Average,13.94,18.64,13.11,10.89,12.72,11.67,16.62,17.76,17.46,14.38
Price/Earnings High,17.68,20.87,15.16,15.96,15.95,14.58,22.14,24.76,22.23,19.53
Price/Earnings Low,11.49,16.02,10.64,7.71,9.45,8.53,11.51,10.74,12.50,9.00
Price/Book Value,3.04,3.10,2.73,3.68,3.28,2.73,3.89,6.32,3.17,0
Price/Book Value Average,2.43,2.96,2.51,2.95,3.56,2.44,3.26,4.69,4.27,0
Price/Book Value High,3.08,3.32,2.90,4.32,4.46,3.05,4.34,6.54,5.43,0
Price/Book Value Low,2.00,2.55,2.03,2.09,2.64,1.78,2.26,2.84,3.05,0
Price/Tangible Book Value,3.81,3.94,3.17,4.44,5.68,8.98,12.70,21.09,12.55,13.30
Price/Tangible Book Value Average,3.04,3.76,2.91,3.55,6.15,8.01,10.64,15.64,16.89,9.94
Price/Tangible Book Value High,3.86,4.21,3.37,5.20,7.71,10.01,14.17,21.80,21.51,13.50
Price/Tangible Book Value Low,2.51,3.23,2.36,2.51,4.57,5.86,7.37,9.46,12.09,6.22
Price/Sales,2.39,2.43,2.22,2.88,2.52,2.97,4.45,6.40,3.47,4.98
Price/Sales Average,1.91,2.32,2.04,2.31,2.73,2.65,3.73,4.75,4.67,3.72
Price/Sales High,2.43,2.60,2.35,3.38,3.43,3.31,4.96,6.62,5.94,5.05
Price/Sales Low,1.58,2.00,1.65,1.63,2.03,1.94,2.58,2.87,3.34,2.33
Price/Cash Flow,15.38,16.30,9.67,11.38,10.52,9.02,21.01,26.09,19.27,16.75
Price/Cash Flow Average,12.29,15.56,8.87,9.11,11.40,8.05,17.60,19.35,25.94,12.52
Price/Cash Flow High,15.59,17.42,10.26,13.35,14.30,10.06,23.45,26.97,33.03,17.01
Price/Cash Flow Low,10.13,13.37,7.20,6.45,8.47,5.89,12.18,11.70,18.57,7.84
Price/Free Cash Flow,13.54,14.44,9.44,11.96,10.67,8.63,19.74,24.06,16.47,15.31
Price/Free Cash Flow Average,10.82,13.78,8.65,9.58,11.56,7.71,16.54,17.84,22.17,11.45
Price/Free Cash Flow High,13.73,15.43,10.01,14.04,14.50,9.63,22.03,24.87,28.23,15.55
Price/Free Cash Flow Low,8.92,11.84,7.03,6.78,8.59,5.64,11.45,10.79,15.87,7.16
EV/Sales,1.98,2.09,1.81,2.46,2.22,2.71,4.37,6.30,3.47,4.88
EV/Sales Average,1.86,2.47,1.93,2.34,2.46,2.59,3.83,4.75,4.66,3.64
EV/Sales High,2.37,2.75,2.25,3.41,3.14,3.22,5.07,6.60,5.91,4.95
EV/Sales Low,1.53,2.15,1.55,1.67,1.78,1.92,2.68,2.89,3.36,2.27
EV/EBITDA,9.42,9.60,7.82,8.91,6.95,9.44,14.93,19.24,10.47,15.29
EV/EBITDA Average,8.83,11.35,8.33,8.49,7.71,9.03,13.07,14.50,14.03,11.42
EV/EBITDA High,11.24,12.61,9.71,12.37,9.82,11.21,17.31,20.17,17.80,15.53
EV/EBITDA Low,7.26,9.85,6.66,6.05,5.58,6.69,9.14,8.82,10.12,7.12
EV/EBIT,13.49,12.68,9.94,10.34,7.65,10.63,16.43,20.56,11.12,16.29
EV/EBIT Average,12.64,14.98,10.58,9.86,8.49,10.16,14.39,15.50,14.90,12.17
EV/EBIT High,16.08,16.65,12.34,14.37,10.82,12.61,19.05,21.55,18.90,16.55
EV/EBIT Low,10.39,13.01,8.47,7.03,6.15,7.52,10.06,9.42,10.75,7.59
Last Price,66.95,80.20,82.20,142.35,172.85,187.84,308.46,651.79,427.05,640.36
High Price,67.85,85.70,87.19,167.05,234.88,209.50,344.32,673.80,731.85,650.23
Low Price,44.11,65.78,61.20,80.68,139.24,122.64,178.92,292.28,411.39,299.59
Enterprise Value,9139,10999,10674,19674,24586,26189,43929,92153,59843,84995
Enterprise Value Average,8569,12995,11370,18747,27289,25050,38463,69466,80194,63496
Enterprise Value High,10898,14446,13262,27332,34755,31090,50936,96601,101729,86348
Enterprise Value Low,7044,11288,9098,13364,19750,18545,26898,42234,57834,39609
